"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1014.1","1014.5","1016.2","2019-11-10 08:47","1012.1","2019-11-10 14:56","24.4","27.3","2019-11-10 11:00","21.6","2019-11-10 06:00","17.7","66","56","2019-11-10 11:00","1.4","280","5.8","300","2019-11-10 14:00","0.0","0.0","0.0","...","0.0","...","8.8","79.6","14.94","9.7","2.1","6","2019-11-10 12:00","2.5"
"11","1014.1","1014.5","1015.9","2019-11-11 21:46","1012.6","2019-11-11 02:12","24.6","27.9","2019-11-11 11:58","21.2","2019-11-11 06:20","18.0","67","57","2019-11-11 10:21","2.0","50","6.4","290","2019-11-11 14:51","0.0","0.0","0.0","...","0.0","...","9.9","89.7","15.06","9.7","4.7","5","2019-11-11 12:00","2.8"
"12","1015.9","1016.3","1017.8","2019-11-12 09:00","1014.1","2019-11-12 15:23","24.7","28.6","2019-11-12 12:48","21.0","2019-11-12 05:12","17.7","65","50","2019-11-12 12:47","1.7","50","6.5","330","2019-11-12 15:15","0.0","0.0","0.0","...","0.0","...","9.5","86.2","14.93","8.0","4.5","6","2019-11-12 12:00","1.5"
"13","1016.7","1017.1","1018.9","2019-11-13 08:46","1014.4","2019-11-13 15:38","24.9","28.8","2019-11-13 14:27","21.5","2019-11-13 06:13","18.6","68","52","2019-11-13 14:23","2.3","30","7.5","310","2019-11-13 14:00","0.0","0.0","0.0","...","0.0","...","9.0","81.7","13.84","7.5","4.4","5","2019-11-13 12:00","4.5"
"14","1015.4","1015.8","1017.4","2019-11-14 08:40","1013.7","2019-11-14 14:49","24.9","27.9","2019-11-14 10:54","22.0","2019-11-14 06:21","18.5","68","58","2019-11-14 18:41","1.9","20","7.3","350","2019-11-14 18:15","0.0","0.0","0.0","...","0.0","...","8.2","74.6","13.95","6.0","3.9","6","2019-11-14 12:00","5.3"
"15","1014.8","1015.2","1016.5","2019-11-15 09:07","1013.3","2019-11-15 15:31","24.4","27.3","2019-11-15 13:57","21.4","2019-11-15 06:19","17.9","67","58","2019-11-15 13:55","1.8","330","6.5","300","2019-11-15 16:16","0.0","0.0","0.0","...","0.0","...","9.3","84.7","13.36","5.5","4.1","5","2019-11-15 13:00","1.7"
"16","1014.6","1015.0","1016.3","2019-11-16 08:57","1013.0","2019-11-16 14:30","24.8","28.4","2019-11-16 12:54","21.4","2019-11-16 06:18","18.4","68","51","2019-11-16 10:19","1.9","300","6.8","300","2019-11-16 14:38","0.0","0.0","0.0","...","0.0","...","8.9","81.2","14.14","7.3","3.1","5","2019-11-16 12:00","3.0"
"17","1013.7","1014.1","1015.3","2019-11-17 07:56","1011.3","2019-11-17 15:09","26.0","30.6","2019-11-17 11:51","22.3","2019-11-17 05:07","18.5","65","45","2019-11-17 10:53","2.7","10","8.7","320","2019-11-17 14:24","0.0","0.0","0.0","...","0.0","...","9.7","88.6","15.27","9.3","4.9","6","2019-11-17 12:00","0.5"
"18","1012.5","1012.9","1014.4","2019-11-18 08:24","1010.9","2019-11-18 14:23","26.2","31.8","2019-11-18 13:38","22.9","2019-11-18 03:43","19.6","68","45","2019-11-18 13:42","2.4","360","8.0","310","2019-11-18 14:27","0.0","0.0","0.0","...","0.0","...","8.8","80.4","13.28","6.2","4.8","5","2019-11-18 12:00","6.0"
"19","1013.3","1013.7","1015.3","2019-11-19 21:38","1011.3","2019-11-19 04:17","24.0","27.4","2019-11-19 14:20","21.9","2019-11-19 05:16","17.0","65","59","2019-11-19 11:56","2.4","350","5.9","360","2019-11-19 00:19","0.0","0.0","0.0","...","0.0","...","0.4","3.7","8.32","5.7","3.1","4","2019-11-19 13:00","9.7"
"20","1014.9","1015.3","1017.0","2019-11-20 09:13","1013.5","2019-11-20 15:45","24.3","26.4","2019-11-20 12:50","22.3","2019-11-20 06:23","17.6","66","62","2019-11-20 00:01","1.6","360","5.6","280","2019-11-20 13:02","0.0","0.0","0.0","...","0.0","...","0.8","7.3","5.42","7.3","2.8","3","2019-11-20 13:00","7.8"
"21","1014.1","1014.5","1016.2","2019-11-21 09:34","1012.1","2019-11-21 14:54","24.0","27.9","2019-11-21 15:16","21.0","2019-11-21 04:20","18.1","69","60","2019-11-21 15:01","2.2","360","7.2","360","2019-11-21 18:11","0.0","0.0","0.0","...","0.0","...","7.2","66.1","12.65","7.3","4.7","6","2019-11-21 12:00","2.3"
"22","1013.5","1013.9","1014.7","2019-11-22 20:53","1012.1","2019-11-22 14:52","24.9","29.5","2019-11-22 15:14","21.3","2019-11-22 03:35","19.9","74","56","2019-11-22 15:31","2.2","360","7.9","10","2019-11-22 03:39","0.0","0.0","0.0","...","0.0","...","9.9","90.9","14.42","7.0","2.3","5","2019-11-22 12:00","1.0"
"23","1015.0","1015.4","1017.1","2019-11-23 08:45","1013.4","2019-11-23 01:44","25.8","29.9","2019-11-23 12:19","22.9","2019-11-23 04:40","20.7","74","55","2019-11-23 13:39","2.2","330","6.8","280","2019-11-23 12:45","0.0","0.0","0.0","...","0.0","...","7.6","69.9","12.92","8.5","4.3","6","2019-11-23 12:00","3.5"
"24","1015.9","1016.3","1017.7","2019-11-24 08:45","1014.0","2019-11-24 04:04","26.0","30.7","2019-11-24 14:05","22.9","2019-11-24 04:29","20.9","74","53","2019-11-24 14:05","2.2","310","7.6","310","2019-11-24 11:54","0.0","0.0","0.0","...","0.0","...","7.3","67.2","12.78","6.3","3.3","5","2019-11-24 12:00","4.2"
"25","1017.7","1018.1","1019.2","2019-11-25 08:27","1016.3","2019-11-25 02:59","25.7","28.2","2019-11-25 10:27","23.4","2019-11-25 03:45","21.1","76","68","2019-11-25 10:44","1.4","350","5.2","270","2019-11-25 12:19","0.0","0.0","0.0","...","0.0","...","8.4","77.4","12.32","5.0","4.2","5","2019-11-25 12:00","2.8"
"26","1018.2","1018.6","1020.0","2019-11-26 09:15","1016.7","2019-11-26 14:59","24.8","27.0","2019-11-26 10:40","22.8","2019-11-26 05:37","19.7","73","65","2019-11-26 14:21","1.6","280","6.1","290","2019-11-26 13:19","0.0","0.0","0.0","...","0.0","...","7.4","68.3","11.49","6.8","3.4","5","2019-11-26 12:00","1.8"
"27","1017.7","1018.1","1019.7","2019-11-27 08:41","1015.5","2019-11-27 14:12","24.8","27.8","2019-11-27 11:45","22.6","2019-11-27 05:21","19.6","73","63","2019-11-27 10:53","1.8","290","5.8","280","2019-11-27 14:04","0.0","0.0","0.0","...","0.0","...","6.9","63.7","11.76","5.3","3.5","4","2019-11-27 12:00","3.3"
"28","1018.3","1018.7","1019.9","2019-11-28 08:54","1016.6","2019-11-28 14:16","23.5","27.8","2019-11-28 13:19","20.3","2019-11-28 23:46","17.8","71","59","2019-11-28 13:26","2.4","360","6.3","360","2019-11-28 03:47","0.0","0.0","0.0","...","0.0","...","4.1","37.9","10.39","6.3","4.3","4","2019-11-28 12:00","3.8"
"29","1019.6","1020.0","1021.1","2019-11-29 09:11","1018.7","2019-11-29 14:56","22.5","25.3","2019-11-29 13:41","19.6","2019-11-29 04:56","16.0","67","59","2019-11-29 09:52","1.6","270","6.1","280","2019-11-29 11:23","0.0","0.0","0.0","...","0.0","...","9.6","88.8","13.38","9.0","3.4","5","2019-11-29 12:00","1.5"
"30","1018.4","1018.8","1020.1","2019-11-30 08:39","1016.5","2019-11-30 14:58","23.1","26.7","2019-11-30 14:10","19.4","2019-11-30 06:19","17.1","70","54","2019-11-30 12:05","2.1","60","7.0","320","2019-11-30 13:12","0.0","0.0","0.0","...","0.0","...","7.9","73.1","13.04","7.7","3.8","5","2019-11-30 12:00","3.0"
