"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1013.4","1013.8","1015.9","2020-04-01 21:48","1011.2","2020-04-01 02:28","26.1","29.4","2020-04-01 13:28","24.3","2020-04-01 23:51","20.8","72","64","2020-04-01 13:28","3.0","310","10.2","310","2020-04-01 12:44","0.0","0.0","0.0","...","0.0","...","3.1","25.2","15.77","6.7","5.3","5","2020-04-01 12:00","7.7"
"02","1016.6","1017.0","1019.8","2020-04-02 10:28","1014.0","2020-04-02 02:54","23.7","27.0","2020-04-02 14:10","21.3","2020-04-02 10:42","18.6","74","64","2020-04-02 14:32","1.9","20","7.5","320","2020-04-02 17:07","T","0.5","T","2020-04-02 10:20","T","2020-04-02 10:14","1.9","15.4","7.94","6.2","-2.0","4","2020-04-02 14:00","8.3"
"03","1016.4","1016.8","1018.0","2020-04-03 08:21","1014.4","2020-04-03 15:44","24.5","27.5","2020-04-03 14:39","21.9","2020-04-03 05:26","19.6","74","66","2020-04-03 13:30","2.3","360","7.8","320","2020-04-03 17:04","0.0","0.0","0.0","...","0.0","...","9.4","76.1","22.71","3.9","4.2","7","2020-04-03 13:00","2.8"
"04","1016.0","1016.4","1018.1","2020-04-04 09:05","1014.3","2020-04-04 15:56","24.9","29.4","2020-04-04 15:07","21.4","2020-04-04 23:42","18.8","69","54","2020-04-04 15:15","2.5","20","11.1","310","2020-04-04 12:24","0.0","0.0","0.0","...","0.0","...","9.1","73.6","23.50","5.7","6.5","7","2020-04-04 12:00","2.3"
"05","1016.8","1017.2","1018.7","2020-04-05 09:39","1015.1","2020-04-05 15:20","23.5","28.0","2020-04-05 15:27","20.1","2020-04-05 01:46","16.8","67","54","2020-04-05 18:01","2.3","350","8.2","310","2020-04-05 13:44","0.0","0.0","0.0","...","0.0","...","4.0","32.3","18.58","5.2","4.4","7","2020-04-05 13:00","7.3"
"06","1015.0","1015.4","1017.3","2020-04-06 08:48","1012.3","2020-04-06 16:35","22.1","24.3","2020-04-06 15:25","19.8","2020-04-06 23:27","17.8","77","70","2020-04-06 01:02","2.0","10","6.4","350","2020-04-06 00:06","12.5","3.6","2.5","2020-04-06 22:47","7.0","2020-04-06 22:24","0.0","0.0","4.25","4.9","-1.7","1","2020-04-06 15:00","9.7"
"07","1013.2","1013.6","1014.7","2020-04-07 21:14","1011.4","2020-04-07 16:17","22.6","26.9","2020-04-07 12:09","19.7","2020-04-07 02:08","18.4","78","63","2020-04-07 12:07","3.1","360","8.9","360","2020-04-07 09:05","22.0","5.8","2.0","2020-04-07 01:30","8.0","2020-04-07 01:30","6.6","53.1","22.97","5.8","4.8","9","2020-04-07 13:00","6.3"
"08","1014.4","1014.8","1016.5","2020-04-08 21:41","1012.5","2020-04-08 14:32","22.9","26.6","2020-04-08 14:59","18.9","2020-04-08 05:27","17.6","72","63","2020-04-08 14:44","2.4","320","7.3","330","2020-04-08 15:27","0.0","0.0","0.0","...","0.0","...","4.5","36.1","17.81","6.5","2.5","6","2020-04-08 12:00","6.0"
"09","1015.6","1016.0","1017.3","2020-04-09 23:04","1014.1","2020-04-09 03:42","24.9","28.3","2020-04-09 11:10","21.5","2020-04-09 06:22","18.5","68","54","2020-04-09 16:31","2.2","310","8.0","300","2020-04-09 13:37","0.0","0.0","0.0","...","0.0","...","10.5","84.1","23.92","5.5","6.5","7","2020-04-09 13:00","1.0"
