"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1021.3","1022.6","1023.4","2020-12-01 08:48","1019.5","2020-12-01 15:45","18.8","19.9","2020-12-01 13:12","18.0","2020-12-01 02:44","17.4","92","83","2020-12-01 20:55","3.0","70","10.0","80","2020-12-01 13:52","16.5","15.1","1.0","2020-12-01 07:20","4.0","2020-12-01 08:16","0.0","0.0","1.33","8.1","-0.5","...","...","9.8"
"02","1020.1","1021.4","1021.8","2020-12-02 19:49","1018.3","2020-12-02 13:56","19.2","21.4","2020-12-02 12:56","18.0","2020-12-02 07:11","16.1","83","68","2020-12-02 14:02","2.8","80","10.0","70","2020-12-02 13:54","6.0","7.4","1.0","2020-12-02 08:30","2.0","2020-12-02 08:24","0.0","0.0","3.29","12.6","-0.8","...","...","9.6"
"03","1021.6","1022.9","1023.0","2020-12-03 08:33","1020.2","2020-12-03 02:16","16.6","18.3","2020-12-03 00:01","15.6","2020-12-03 22:52","15.0","90","79","2020-12-03 00:01","1.6","70","8.0","90","2020-12-03 03:08","7.0","18.7","1.0","2020-12-03 14:31","1.5","2020-12-03 14:10","0.0","0.0","1.41","9.0","-0.2","...","...","10.0"
"04","1020.7","1022.0","1022.3","2020-12-04 09:24","1019.3","2020-12-04 14:01","16.9","18.1","2020-12-04 13:46","15.7","2020-12-04 00:03","15.2","90","77","2020-12-04 13:59","2.7","80","9.3","50","2020-12-04 20:18","2.5","9.3","0.5","2020-12-04 01:00","0.5","2020-12-04 01:00","0.0","0.0","3.28","13.1","-0.5","...","...","9.8"
"05","1020.8","1022.1","1022.6","2020-12-05 08:53","1019.2","2020-12-05 13:42","17.9","19.4","2020-12-05 12:00","16.3","2020-12-05 00:21","15.4","86","75","2020-12-05 12:02","3.2","70","10.8","80","2020-12-05 20:12","T","1.0","T","2020-12-05 01:56","T","2020-12-05 01:24","0.1","0.9","4.98","21.4","-0.6","...","...","9.4"
"06","1019.2","1020.5","1020.6","2020-12-06 08:18","1017.6","2020-12-06 15:01","19.6","21.4","2020-12-06 13:30","18.1","2020-12-06 00:01","17.4","88","76","2020-12-06 13:40","3.4","80","12.1","70","2020-12-06 12:03","T","3.8","T","2020-12-06 08:16","T","2020-12-06 08:16","0.1","0.9","4.96","14.5","-0.2","...","...","9.6"
"07","1019.4","1020.7","1020.9","2020-12-07 08:53","1017.8","2020-12-07 13:48","20.4","22.2","2020-12-07 12:47","19.6","2020-12-07 23:59","18.5","89","77","2020-12-07 12:50","2.7","80","9.4","100","2020-12-07 15:48","T","1.0","T","2020-12-07 06:33","T","2020-12-07 06:33","0.0","0.0","4.46","14.9","-0.7","...","...","9.6"
"08","1019.6","1020.9","1021.2","2020-12-08 09:35","1018.1","2020-12-08 13:46","18.7","20.3","2020-12-08 11:19","17.7","2020-12-08 20:13","16.9","90","75","2020-12-08 11:32","2.4","80","10.0","70","2020-12-08 12:34","3.5","9.2","0.5","2020-12-08 07:48","1.0","2020-12-08 19:30","0.0","0.0","4.39","12.9","-0.2","...","...","9.8"
"09","1016.6","1017.9","1019.7","2020-12-09 09:13","1013.8","2020-12-09 15:11","19.3","20.9","2020-12-09 20:00","17.3","2020-12-09 04:28","18.4","95","92","2020-12-09 02:38","2.6","70","11.2","90","2020-12-09 14:56","27.0","15.2","2.0","2020-12-09 04:14","6.0","2020-12-09 03:53","0.0","0.0","3.21","10.8","-0.2","...","...","9.8"
