"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1015.4","1016.6","1017.1","2020-12-10 08:35","1013.4","2020-12-10 15:14","21.1","23.3","2020-12-10 11:01","19.9","2020-12-10 01:46","19.1","89","69","2020-12-10 13:37","2.1","70","9.9","80","2020-12-10 18:35","2.0","5.4","0.5","2020-12-10 00:11","1.0","2020-12-10 00:01","0.9","8.5","7.29","19.6","-1.4","...","...","9.4"
"11","1014.6","1015.9","1016.3","2020-12-11 09:11","1012.2","2020-12-11 14:35","20.4","21.7","2020-12-11 14:35","19.8","2020-12-11 05:50","19.1","92","83","2020-12-11 14:50","1.8","70","7.8","100","2020-12-11 06:52","8.0","8.2","2.0","2020-12-11 10:51","4.0","2020-12-11 10:54","0.4","3.8","3.86","15.6","-0.3","...","...","9.9"
"12","1014.9","1016.1","1016.8","2020-12-12 08:55","1013.3","2020-12-12 14:22","19.6","22.3","2020-12-12 09:56","18.3","2020-12-12 22:39","16.5","83","63","2020-12-12 10:40","1.9","70","9.4","80","2020-12-12 20:12","0.0","0.0","0.0","...","0.0","...","0.0","0.0","2.86","11.4","2.4","...","...","9.8"
"13","1014.5","1015.7","1016.2","2020-12-13 09:05","1013.0","2020-12-13 14:19","20.1","24.5","2020-12-13 12:03","17.3","2020-12-13 06:26","15.9","78","50","2020-12-13 11:35","1.5","60","8.9","70","2020-12-13 00:08","0.0","0.0","0.0","...","0.0","...","2.3","21.8","7.11","12.0","-0.7","...","...","5.9"
"14","1019.2","1020.5","1022.2","2020-12-14 23:44","1014.6","2020-12-14 00:30","17.8","20.3","2020-12-14 02:53","15.7","2020-12-14 23:48","15.3","86","77","2020-12-14 11:22","2.8","80","10.2","70","2020-12-14 03:52","1.5","4.2","0.5","2020-12-14 06:09","1.0","2020-12-14 05:48","0.0","0.0","3.07","18.1","-0.6","...","...","9.5"
"15","1022.3","1023.6","1024.4","2020-12-15 09:30","1020.3","2020-12-15 14:38","15.8","16.6","2020-12-15 12:01","15.1","2020-12-15 05:24","14.5","93","85","2020-12-15 11:57","3.0","80","10.7","80","2020-12-15 21:38","6.5","17.5","0.5","2020-12-15 16:51","2.0","2020-12-15 16:25","0.0","0.0","1.54","8.8","-0.6","...","...","10.0"
"16","1023.0","1024.3","1024.9","2020-12-16 09:31","1021.7","2020-12-16 00:08","15.6","16.5","2020-12-16 10:20","15.0","2020-12-16 23:43","14.5","93","85","2020-12-16 11:29","3.5","80","11.1","70","2020-12-16 20:46","8.5","14.9","0.5","2020-12-16 05:20","1.5","2020-12-16 13:09","0.0","0.0","1.96","11.0","-0.2","...","...","10.0"
"17","1020.7","1022.0","1023.6","2020-12-17 08:09","1018.1","2020-12-17 23:09","16.9","19.6","2020-12-17 14:20","14.7","2020-12-17 04:54","14.3","85","64","2020-12-17 14:26","3.6","70","12.7","80","2020-12-17 14:12","1.5","6.4","0.5","2020-12-17 04:09","1.0","2020-12-17 03:53","2.6","24.7","7.18","16.6","1.3","...","...","8.5"
"18","1019.4","1020.7","1021.1","2020-12-18 23:08","1017.5","2020-12-18 14:08","18.6","21.6","2020-12-18 11:45","15.4","2020-12-18 06:17","16.7","89","68","2020-12-18 12:05","0.9","70","7.2","90","2020-12-18 22:48","1.0","4.2","0.5","2020-12-18 16:16","0.5","2020-12-18 15:26","0.0","0.0","3.61","17.5","-0.2","...","...","8.6"
"19","1023.6","1024.9","1025.4","2020-12-19 08:33","1020.8","2020-12-19 00:21","16.7","18.7","2020-12-19 00:01","15.4","2020-12-19 20:26","14.8","89","78","2020-12-19 15:20","2.1","80","8.4","90","2020-12-19 19:15","4.5","8.1","0.8","2020-12-19 03:24","2.5","2020-12-19 02:44","0.0","0.0","1.30","15.9","-0.2","...","...","9.9"
"20","1023.8","1025.1","1025.5","2020-12-20 08:29","1022.2","2020-12-20 14:22","16.2","17.7","2020-12-20 13:08","15.6","2020-12-20 17:38","13.7","86","70","2020-12-20 13:24","3.6","80","12.9","80","2020-12-20 18:51","0.5","3.4","0.5","2020-12-20 03:21","0.5","2020-12-20 03:05","0.0","0.0","4.09","13.5","-0.3","...","...","9.6"
"21","1022.2","1023.5","1024.4","2020-12-21 08:20","1020.0","2020-12-21 14:29","15.9","17.1","2020-12-21 14:30","14.7","2020-12-21 06:00","14.0","89","77","2020-12-21 13:59","3.5","70","12.4","90","2020-12-21 21:49","3.5","11.7","0.5","2020-12-21 01:41","1.0","2020-12-21 01:32","0.0","0.0","3.18","12.0","-0.3","...","...","10.0"
"22","1018.6","1019.9","1021.8","2020-12-22 09:09","1015.7","2020-12-22 14:36","18.9","22.2","2020-12-22 14:01","16.3","2020-12-22 02:08","16.2","84","64","2020-12-22 14:09","3.7","70","15.0","80","2020-12-22 13:27","T","1.3","T","2020-12-22 05:31","T","2020-12-22 05:31","3.9","37.0","7.84","15.9","-0.5","...","...","8.8"
"23","1014.9","1016.2","1017.1","2020-12-23 08:41","1012.9","2020-12-23 14:32","19.2","21.0","2020-12-23 02:13","18.3","2020-12-23 08:53","17.9","93","78","2020-12-23 02:15","1.5","70","9.8","30","2020-12-23 01:40","15.0","14.7","1.0","2020-12-23 02:27","2.5","2020-12-23 02:12","0.0","0.0","2.38","11.1","-0.3","...","...","9.6"
"24","1015.5","1016.8","1018.2","2020-12-24 21:02","1013.3","2020-12-24 00:56","17.9","19.2","2020-12-24 10:23","17.0","2020-12-24 20:43","16.3","91","79","2020-12-24 19:27","1.0","50","7.3","30","2020-12-24 12:20","8.0","11.3","2.0","2020-12-24 02:08","4.0","2020-12-24 01:26","0.0","0.0","0.86","8.0","-0.2","...","...","10.0"
"25","1018.8","1020.1","1020.5","2020-12-25 08:33","1017.4","2020-12-25 14:14","17.3","18.1","2020-12-25 12:30","16.3","2020-12-25 07:35","14.0","81","70","2020-12-25 12:43","2.4","70","10.2","80","2020-12-25 09:14","0.5","3.0","0.5","2020-12-25 05:10","0.5","2020-12-25 05:10","0.0","0.0","1.65","13.1","0.4","...","...","9.6"
"26","1017.1","1018.3","1019.7","2020-12-26 08:44","1014.3","2020-12-26 15:12","19.3","24.6","2020-12-26 12:56","16.1","2020-12-26 07:37","15.7","81","47","2020-12-26 13:20","1.1","70","6.1","90","2020-12-26 01:42","0.0","0.0","0.0","...","0.0","...","1.5","14.2","4.65","17.6","1.3","...","...","5.8"
"27","1015.5","1016.8","1017.0","2020-12-27 21:56","1013.5","2020-12-27 14:58","19.2","23.1","2020-12-27 10:25","16.5","2020-12-27 05:36","16.5","85","54","2020-12-27 10:32","1.0","60","4.7","80","2020-12-27 19:34","1.0","2.3","0.5","2020-12-27 11:42","0.5","2020-12-27 11:12","0.0","0.0","3.86","15.9","-0.2","...","...","9.1"
"28","1014.4","1015.7","1017.1","2020-12-28 07:52","1011.4","2020-12-28 23:35","20.1","22.0","2020-12-28 14:08","17.6","2020-12-28 02:47","16.2","78","63","2020-12-28 14:17","3.4","70","13.7","80","2020-12-28 16:40","2.5","3.9","1.0","2020-12-28 02:20","1.5","2020-12-28 02:08","0.4","3.8","4.93","17.8","-1.6","...","...","8.8"
"29","1012.7","1013.9","1015.4","2020-12-29 23:52","1010.8","2020-12-29 14:18","20.9","25.8","2020-12-29 11:49","18.5","2020-12-29 06:19","17.4","81","49","2020-12-29 11:20","0.7","330","6.5","30","2020-12-29 00:27","T","0.6","T","2020-12-29 03:05","T","2020-12-29 03:05","0.6","5.7","5.66","14.0","-3.4","...","...","8.4"
"30","1025.0","1026.3","1028.7","2020-12-30 23:49","1015.2","2020-12-30 00:01","12.0","19.8","2020-12-30 00:15","10.1","2020-12-30 23:50","7.9","77","57","2020-12-30 23:49","3.1","40","11.4","90","2020-12-30 18:44","15.0","10.4","3.5","2020-12-30 00:48","8.0","2020-12-30 00:41","0.0","0.0","0.10","11.6","-1.7","...","...","9.8"
"31","1028.1","1029.4","1030.1","2020-12-31 08:30","1025.8","2020-12-31 14:57","9.5","10.9","2020-12-31 21:08","7.5","2020-12-31 06:32","2.9","64","53","2020-12-31 01:35","2.8","70","11.2","40","2020-12-31 02:13","0.0","0.0","0.0","...","0.0","...","0.0","0.0","0.00","17.1","0.7","...","...","9.9"
