"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1020.9","1022.2","1022.4","2020-11-10 20:22","1019.1","2020-11-10 03:18","20.2","21.3","2020-11-10 22:50","18.8","2020-11-10 04:41","15.8","76","64","2020-11-10 23:26","2.8","70","13.6","70","2020-11-10 14:09","T","6.2","T","2020-11-10 03:27","T","2020-11-10 03:27","0.0","0.0","2.72","15.8","-1.6","...","...","10.0"
"11","1021.8","1023.1","1023.3","2020-11-11 09:08","1020.5","2020-11-11 13:56","22.1","24.3","2020-11-11 13:05","20.7","2020-11-11 06:44","14.9","64","49","2020-11-11 13:39","4.2","70","16.9","90","2020-11-11 13:59","0.0","0.0","0.0","...","0.0","...","3.7","33.9","9.11","25.0","3.4","...","...","7.9"
"12","1019.2","1020.4","1021.4","2020-11-12 00:12","1017.7","2020-11-12 13:54","22.2","24.3","2020-11-12 14:22","21.2","2020-11-12 01:51","18.3","79","66","2020-11-12 14:18","3.5","70","11.6","50","2020-11-12 10:47","T","1.5","T","2020-11-12 16:12","T","2020-11-12 16:12","0.5","4.6","4.33","18.6","-1.6","...","...","9.4"
"13","1018.0","1019.3","1019.4","2020-11-13 20:43","1016.6","2020-11-13 15:12","21.8","22.6","2020-11-13 17:20","21.2","2020-11-13 06:30","20.3","92","86","2020-11-13 11:01","2.6","70","10.6","70","2020-11-13 06:14","8.5","13.9","1.5","2020-11-13 20:33","2.5","2020-11-13 18:41","0.0","0.0","2.36","11.1","-2.8","...","...","9.9"
"14","1018.9","1020.2","1020.2","2020-11-14 09:23","1017.0","2020-11-14 03:14","21.9","22.8","2020-11-14 09:59","20.7","2020-11-14 05:52","18.4","81","71","2020-11-14 19:01","2.9","70","11.6","80","2020-11-14 13:39","2.5","6.8","0.5","2020-11-14 00:02","1.0","2020-11-14 01:11","0.0","0.0","3.25","18.6","2.5","...","...","9.4"
"15","1017.6","1018.8","1019.2","2020-11-15 00:01","1015.9","2020-11-15 14:23","24.9","29.0","2020-11-15 13:02","21.7","2020-11-15 02:21","18.5","69","44","2020-11-15 13:46","3.0","70","9.9","90","2020-11-15 12:09","0.0","0.0","0.0","...","0.0","...","6.8","62.7","11.37","27.3","2.1","...","...","3.9"
"16","1015.9","1017.1","1017.8","2020-11-16 09:20","1014.1","2020-11-16 15:02","25.2","28.8","2020-11-16 13:43","22.7","2020-11-16 05:57","19.1","70","50","2020-11-16 13:16","3.1","70","11.4","80","2020-11-16 16:07","0.0","0.0","0.0","...","0.0","...","4.9","45.2","10.93","25.9","4.0","...","...","6.8"
"17","1013.8","1015.0","1015.5","2020-11-17 00:05","1012.1","2020-11-17 23:46","25.9","29.7","2020-11-17 12:33","23.7","2020-11-17 06:24","19.3","68","46","2020-11-17 12:29","2.9","70","9.5","80","2020-11-17 12:49","0.0","0.0","0.0","...","0.0","...","5.7","52.7","8.99","27.5","3.3","...","...","4.5"
"18","1011.7","1012.9","1013.7","2020-11-18 09:12","1009.6","2020-11-18 15:01","25.1","31.9","2020-11-18 13:25","20.7","2020-11-18 04:58","19.8","75","38","2020-11-18 12:47","0.9","210","4.5","360","2020-11-18 14:22","0.0","0.0","0.0","...","0.0","...","5.4","50.0","9.12","18.3","2.5","...","...","1.6"
"19","1010.8","1012.0","1013.0","2020-11-19 09:13","1008.6","2020-11-19 14:57","25.8","32.0","2020-11-19 12:06","21.3","2020-11-19 05:30","20.2","74","38","2020-11-19 11:52","1.0","200","5.5","80","2020-11-19 15:16","0.0","0.0","0.0","...","0.0","...","5.3","49.1","8.54","17.0","3.0","...","...","4.3"
"20","1012.8","1014.0","1014.7","2020-11-20 21:15","1010.4","2020-11-20 00:39","24.9","29.0","2020-11-20 10:19","22.6","2020-11-20 04:19","21.0","79","55","2020-11-20 10:17","1.8","80","8.9","80","2020-11-20 23:00","0.0","0.0","0.0","...","0.0","...","0.9","8.4","3.38","16.5","-0.6","...","...","7.6"
"21","1014.6","1015.8","1016.3","2020-11-21 08:44","1013.5","2020-11-21 02:26","24.0","26.9","2020-11-21 13:21","22.6","2020-11-21 06:39","21.8","88","64","2020-11-21 13:34","2.7","70","10.0","70","2020-11-21 00:52","0.5","9.1","0.3","2020-11-21 06:01","0.5","2020-11-21 05:55","1.3","12.1","6.49","12.4","-1.2","...","...","7.6"
"22","1017.0","1018.3","1021.0","2020-11-22 22:16","1013.6","2020-11-22 00:06","23.8","29.6","2020-11-22 11:16","20.9","2020-11-22 04:49","20.3","82","55","2020-11-22 11:25","1.7","80","10.3","90","2020-11-22 20:33","0.0","0.0","0.0","...","0.0","...","1.9","17.7","6.26","20.8","2.5","...","...","5.8"
"23","1020.1","1021.3","1022.0","2020-11-23 08:58","1018.1","2020-11-23 14:11","21.9","23.8","2020-11-23 10:00","21.1","2020-11-23 04:30","18.6","82","68","2020-11-23 10:04","3.8","70","12.7","70","2020-11-23 14:44","0.0","0.0","0.0","...","0.0","...","0.0","0.0","3.61","15.1","2.1","...","...","9.3"
"24","1019.3","1020.5","1021.1","2020-11-24 09:05","1017.3","2020-11-24 15:04","22.6","24.9","2020-11-24 15:16","21.6","2020-11-24 01:31","18.2","76","59","2020-11-24 15:23","3.7","70","12.0","80","2020-11-24 12:43","0.0","0.0","0.0","...","0.0","...","2.3","21.5","5.08","16.8","2.0","...","...","8.5"
"25","1017.3","1018.5","1019.0","2020-11-25 00:01","1015.0","2020-11-25 14:35","24.6","28.5","2020-11-25 12:10","22.1","2020-11-25 00:41","18.7","71","47","2020-11-25 12:25","3.6","70","11.8","70","2020-11-25 13:25","0.0","0.0","0.0","...","0.0","...","6.3","58.9","9.82","22.5","3.1","...","...","2.0"
"26","1017.6","1018.8","1019.3","2020-11-26 08:39","1015.5","2020-11-26 14:46","25.5","29.6","2020-11-26 13:47","23.3","2020-11-26 05:43","18.2","65","42","2020-11-26 13:20","3.1","70","10.8","70","2020-11-26 17:59","0.0","0.0","0.0","...","0.0","...","6.4","59.9","9.60","25.6","4.2","...","...","3.1"
"27","1020.7","1022.0","1023.0","2020-11-27 21:57","1018.4","2020-11-27 02:42","21.7","24.1","2020-11-27 00:07","19.4","2020-11-27 23:54","17.8","78","70","2020-11-27 14:09","3.6","70","11.7","70","2020-11-27 08:46","1.5","2.4","0.5","2020-11-27 23:07","1.5","2020-11-27 22:59","0.0","0.0","1.81","15.5","-0.3","...","...","8.3"
"28","1021.6","1022.9","1023.5","2020-11-28 09:01","1020.0","2020-11-28 13:59","20.0","22.1","2020-11-28 12:05","18.6","2020-11-28 23:45","17.1","83","69","2020-11-28 12:16","3.0","70","11.7","80","2020-11-28 11:47","0.5","3.3","0.5","2020-11-28 06:37","0.5","2020-11-28 06:36","0.0","0.0","4.19","17.1","-0.7","...","...","9.9"
"29","1022.0","1023.3","1023.6","2020-11-29 22:05","1020.5","2020-11-29 14:21","18.9","20.5","2020-11-29 11:22","18.0","2020-11-29 05:47","16.1","84","73","2020-11-29 11:33","3.4","70","11.9","70","2020-11-29 22:30","1.5","3.9","0.5","2020-11-29 02:40","1.0","2020-11-29 05:06","0.3","2.8","4.78","19.6","-0.7","...","...","9.4"
"30","1023.0","1024.3","1024.5","2020-11-30 09:38","1021.4","2020-11-30 14:46","18.8","20.3","2020-11-30 12:36","18.2","2020-11-30 02:18","15.9","84","66","2020-11-30 12:56","3.3","70","12.6","90","2020-11-30 11:28","1.0","4.8","0.5","2020-11-30 19:51","0.5","2020-11-30 19:01","0.0","0.0","3.76","10.4","-1.0","...","...","9.9"
