"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1007.9","1009.1","1009.3","2020-06-10 09:21","1006.0","2020-06-10 15:59","29.1","34.1","2020-06-10 15:06","24.1","2020-06-10 05:11","22.9","70","46","2020-06-10 12:25","1.1","210","5.9","240","2020-06-10 16:05","0.0","0.0","0.0","...","0.0","...","3.8","27.9","15.59","28.1","3.6","...","...","8.5"
"11","1006.5","1007.7","1008.1","2020-06-11 00:02","1004.5","2020-06-11 16:41","29.5","33.4","2020-06-11 12:11","26.9","2020-06-11 05:27","24.4","75","54","2020-06-11 12:06","0.9","50","5.8","230","2020-06-11 12:07","0.0","0.0","0.0","...","0.0","...","0.6","4.4","9.94","18.0","1.9","...","...","8.6"
"12","1005.4","1006.6","1007.1","2020-06-12 07:16","1003.3","2020-06-12 17:49","29.8","34.6","2020-06-12 11:09","26.5","2020-06-12 01:51","24.6","74","52","2020-06-12 11:05","1.0","20","5.3","290","2020-06-12 11:58","0.0","0.0","0.0","...","0.0","...","4.4","32.3","13.59","17.5","4.5","...","...","6.6"
"13","1006.5","1007.7","1009.8","2020-06-13 22:05","1004.0","2020-06-13 02:45","30.4","35.9","2020-06-13 12:08","26.6","2020-06-13 05:34","24.4","71","49","2020-06-13 11:28","1.2","360","6.6","10","2020-06-13 14:00","0.0","0.0","0.0","...","0.0","...","6.0","44.0","17.45","13.4","5.3","...","...","7.5"
"14","1010.6","1011.8","1013.0","2020-06-14 21:22","1008.0","2020-06-14 03:21","28.4","32.8","2020-06-14 11:27","25.3","2020-06-14 18:15","24.8","82","59","2020-06-14 08:52","0.9","210","4.6","330","2020-06-14 10:32","68.0","5.6","11.5","2020-06-14 16:55","46.0","2020-06-14 16:38","3.7","27.1","8.03","15.6","-5.1","...","...","7.6"
"15","1010.4","1011.6","1012.3","2020-06-15 00:01","1008.3","2020-06-15 15:42","29.8","34.8","2020-06-15 13:34","25.1","2020-06-15 04:36","24.1","73","50","2020-06-15 12:08","2.0","220","8.8","280","2020-06-15 17:21","0.0","0.0","0.0","...","0.0","...","11.0","80.7","22.46","25.6","5.4","...","...","5.9"
"16","1007.4","1008.6","1009.5","2020-06-16 00:01","1005.5","2020-06-16 15:08","30.4","35.5","2020-06-16 13:40","25.8","2020-06-16 05:32","23.3","68","44","2020-06-16 15:34","2.4","220","12.4","200","2020-06-16 13:41","0.0","0.0","0.0","...","0.0","...","12.6","92.4","24.67","28.1","6.3","...","...","2.6"
"17","1005.9","1007.1","1007.2","2020-06-17 21:53","1004.4","2020-06-17 14:14","30.9","35.9","2020-06-17 13:03","25.8","2020-06-17 05:08","23.5","67","48","2020-06-17 11:59","2.1","210","9.8","240","2020-06-17 17:22","0.0","0.0","0.0","...","0.0","...","12.7","93.1","24.80","25.3","6.9","...","...","3.5"
"18","1006.0","1007.2","1008.0","2020-06-18 09:03","1003.9","2020-06-18 15:51","31.1","36.0","2020-06-18 14:27","26.3","2020-06-18 04:49","23.4","65","46","2020-06-18 11:50","2.4","220","13.0","220","2020-06-18 09:41","0.0","0.0","0.0","...","0.0","...","12.1","88.7","23.15","24.4","6.4","...","...","5.1"
"19","1006.7","1007.9","1007.9","2020-06-19 22:19","1005.4","2020-06-19 15:26","31.1","35.7","2020-06-19 12:27","26.4","2020-06-19 04:39","23.7","66","47","2020-06-19 10:47","2.1","220","11.2","200","2020-06-19 12:46","0.0","0.0","0.0","...","0.0","...","12.1","88.7","22.37","25.9","5.6","...","...","6.1"
"20","1006.2","1007.4","1007.8","2020-06-20 05:58","1004.2","2020-06-20 16:05","31.1","35.6","2020-06-20 13:39","27.1","2020-06-20 05:00","23.8","67","46","2020-06-20 11:27","1.9","200","8.7","230","2020-06-20 10:04","0.0","0.0","0.0","...","0.0","...","11.0","80.6","22.17","27.8","5.6","...","...","5.9"
"21","1003.6","1004.8","1005.9","2020-06-21 00:36","1000.9","2020-06-21 17:02","31.0","35.9","2020-06-21 14:38","26.8","2020-06-21 05:04","23.3","65","42","2020-06-21 14:54","2.5","220","14.8","200","2020-06-21 14:53","0.0","0.0","0.0","...","0.0","...","10.5","76.9","19.39","27.9","6.6","...","...","7.0"
"22","1004.0","1005.2","1005.8","2020-06-22 21:53","1003.2","2020-06-22 02:04","31.1","36.3","2020-06-22 11:20","26.2","2020-06-22 05:02","23.5","65","45","2020-06-22 11:17","2.6","200","11.4","180","2020-06-22 10:22","0.0","0.0","0.0","...","0.0","...","10.7","78.4","21.90","24.6","6.7","...","...","5.4"
"23","1004.7","1005.9","1005.6","2020-06-23 22:18","1003.4","2020-06-23 15:47","31.9","37.3","2020-06-23 12:34","26.7","2020-06-23 04:36","23.8","64","41","2020-06-23 12:38","2.1","220","10.2","190","2020-06-23 09:59","0.0","0.0","0.0","...","0.0","...","11.2","82.1","23.22","23.4","6.5","...","...","6.4"
"24","1004.3","1005.5","1005.7","2020-06-24 07:52","1002.4","2020-06-24 15:23","31.5","37.2","2020-06-24 13:23","27.2","2020-06-24 04:46","24.3","67","44","2020-06-24 13:16","1.8","230","8.0","240","2020-06-24 13:23","0.0","0.0","0.0","...","0.0","...","8.8","64.5","19.61","19.6","5.8","...","...","7.1"
"25","1005.3","1006.5","1007.2","2020-06-25 22:31","1003.6","2020-06-25 14:40","31.3","36.4","2020-06-25 12:08","27.7","2020-06-25 05:40","24.1","67","44","2020-06-25 11:48","1.5","200","8.1","280","2020-06-25 12:40","0.0","0.0","0.0","...","0.0","...","6.9","50.6","16.62","23.1","5.6","...","...","6.4"
"26","1007.7","1008.9","1009.5","2020-06-26 22:00","1006.0","2020-06-26 13:47","28.8","36.3","2020-06-26 12:30","25.5","2020-06-26 16:00","23.9","77","41","2020-06-26 12:09","1.3","50","11.0","60","2020-06-26 14:26","20.0","2.1","6.5","2020-06-26 15:46","12.5","2020-06-26 16:24","4.8","35.2","13.09","21.4","-6.5","...","...","7.6"
"27","1007.3","1008.5","1008.7","2020-06-27 00:01","1005.8","2020-06-27 14:39","30.6","35.9","2020-06-27 12:00","25.2","2020-06-27 05:31","23.8","69","43","2020-06-27 10:19","1.9","220","9.0","280","2020-06-27 14:34","0.0","0.0","0.0","...","0.0","...","11.1","81.4","23.13","25.9","1.1","...","...","6.6"
"28","1006.4","1007.6","1008.0","2020-06-28 07:30","1005.1","2020-06-28 14:59","30.4","36.4","2020-06-28 11:40","26.7","2020-06-28 05:20","23.2","67","38","2020-06-28 11:12","1.7","200","9.6","270","2020-06-28 13:26","0.0","0.0","0.0","...","0.0","...","8.1","59.4","19.17","23.4","5.2","...","...","6.3"
"29","1004.3","1005.5","1006.3","2020-06-29 07:42","1002.7","2020-06-29 14:22","30.9","36.7","2020-06-29 12:55","26.6","2020-06-29 03:14","23.9","68","44","2020-06-29 11:10","1.7","60","8.7","230","2020-06-29 10:18","0.0","0.0","0.0","...","0.0","...","7.4","54.3","17.41","24.4","4.4","...","...","4.8"
"30","1003.4","1004.6","1004.9","2020-06-30 21:36","1002.0","2020-06-30 14:35","30.9","36.6","2020-06-30 13:19","27.1","2020-06-30 04:46","24.8","71","49","2020-06-30 11:17","1.8","60","9.2","210","2020-06-30 09:47","0.0","0.0","0.0","...","0.0","...","7.2","52.8","17.65","23.5","5.4","...","...","6.4"
