"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1007.9","1009.1","1009.8","2019-09-10 22:21","1005.7","2019-09-10 14:55","29.8","35.1","2019-09-10 12:41","24.9","2019-09-10 04:17","21.4","62","39","2019-09-10 11:55","1.9","60","8.3","20","2019-09-10 22:38","0.0","0.0","0.0","...","0.0","...","10.2","82.6","23.39","23.5","5.2","...","...","3.5"
"11","1009.7","1010.9","1010.9","2019-09-11 08:40","1007.9","2019-09-11 14:39","30.6","35.2","2019-09-11 12:19","26.0","2019-09-11 05:08","22.3","62","42","2019-09-11 11:35","2.4","60","10.7","50","2019-09-11 14:38","0.0","0.0","0.0","...","0.0","...","10.5","85.2","21.66","28.8","5.9","...","...","3.0"
"12","1008.5","1009.7","1010.2","2019-09-12 08:21","1006.6","2019-09-12 14:42","30.3","34.3","2019-09-12 12:26","27.8","2019-09-12 05:46","23.2","66","47","2019-09-12 12:12","3.1","60","12.2","60","2019-09-12 13:12","0.0","0.0","0.0","...","0.0","...","9.1","74.0","17.76","27.5","5.4","...","...","2.4"
"13","1006.6","1007.8","1008.1","2019-09-13 20:42","1004.7","2019-09-13 14:53","29.8","34.2","2019-09-13 13:15","27.3","2019-09-13 23:52","23.0","68","45","2019-09-13 13:19","3.2","60","10.2","70","2019-09-13 17:16","0.0","0.0","0.0","...","0.0","...","10.2","83.1","20.62","20.6","5.4","...","...","1.9"
"14","1007.0","1008.2","1008.5","2019-09-14 22:05","1005.2","2019-09-14 14:39","28.7","32.6","2019-09-14 14:22","25.2","2019-09-14 05:24","22.4","70","46","2019-09-14 14:48","2.0","60","11.0","40","2019-09-14 14:56","0.0","0.0","0.0","...","0.0","...","5.6","45.7","13.58","19.6","-2.0","...","...","5.4"
"15","1007.1","1008.3","1008.2","2019-09-15 08:43","1005.7","2019-09-15 15:45","26.6","29.0","2019-09-15 16:10","24.6","2019-09-15 12:16","23.7","85","74","2019-09-15 16:48","1.3","60","5.2","340","2019-09-15 16:17","9.5","6.2","2.0","2019-09-15 11:52","3.5","2019-09-15 11:13","1.6","13.1","6.47","15.1","-0.7","...","...","6.6"
"16","1006.9","1008.1","1008.6","2019-09-16 21:11","1005.7","2019-09-16 02:46","26.7","30.7","2019-09-16 12:06","24.6","2019-09-16 22:17","23.0","80","59","2019-09-16 10:00","1.7","60","9.4","70","2019-09-16 17:15","11.5","3.8","3.5","2019-09-16 14:56","7.5","2019-09-16 14:47","1.6","13.1","5.44","15.0","-2.0","...","...","7.8"
"17","1008.7","1009.9","1010.7","2019-09-17 22:53","1006.9","2019-09-17 02:18","26.4","29.4","2019-09-17 14:46","24.3","2019-09-17 04:35","21.9","77","55","2019-09-17 14:50","1.8","60","9.4","80","2019-09-17 13:23","2.0","1.9","0.5","2019-09-17 08:11","1.0","2019-09-17 07:34","2.2","18.1","7.64","15.5","-1.6","...","...","6.8"
"18","1010.8","1012.0","1013.2","2019-09-18 20:36","1008.7","2019-09-18 03:10","26.4","29.8","2019-09-18 10:00","24.5","2019-09-18 01:18","21.1","73","51","2019-09-18 10:02","2.5","60","12.3","80","2019-09-18 17:31","1.2","1.3","0.3","2019-09-18 12:25","0.5","2019-09-18 12:21","1.4","11.5","6.18","15.8","-2.7","...","...","9.3"
"19","1010.4","1011.6","1011.7","2019-09-19 08:04","1008.9","2019-09-19 23:51","25.5","29.6","2019-09-19 11:28","22.9","2019-09-19 03:40","19.7","71","47","2019-09-19 11:32","2.0","40","10.1","40","2019-09-19 09:09","T","1.1","T","2019-09-19 03:54","T","2019-09-19 03:54","1.4","11.6","7.56","15.4","-1.6","...","...","8.9"
"20","1006.3","1007.5","1008.9","2019-09-20 00:01","1004.3","2019-09-20 15:09","22.4","24.6","2019-09-20 00:01","19.7","2019-09-20 23:28","21.5","94","78","2019-09-20 00:01","1.6","210","8.4","210","2019-09-20 22:31","34.5","18.2","4.0","2019-09-20 20:56","9.0","2019-09-20 20:47","0.0","0.0","0.00","7.9","-1.6","...","...","9.9"
"21","1004.3","1005.5","1007.5","2019-09-21 21:10","1002.3","2019-09-21 13:03","21.6","23.6","2019-09-21 12:24","19.6","2019-09-21 00:16","20.5","93","80","2019-09-21 13:21","3.2","210","10.0","200","2019-09-21 14:42","24.5","14.5","4.5","2019-09-21 01:44","8.0","2019-09-21 01:09","0.0","0.0","2.49","11.1","-0.4","...","...","9.9"
"22","1010.7","1011.9","1015.0","2019-09-22 22:50","1006.4","2019-09-22 02:46","23.5","27.5","2019-09-22 11:28","20.7","2019-09-22 04:36","19.1","78","52","2019-09-22 11:52","1.2","200","5.9","240","2019-09-22 00:11","0.0","0.0","0.0","...","0.0","...","0.3","2.5","5.35","20.6","1.9","...","...","9.0"
"23","1015.9","1017.1","1017.8","2019-09-23 20:41","1013.7","2019-09-23 03:17","24.1","27.7","2019-09-23 12:13","21.0","2019-09-23 03:21","19.0","74","51","2019-09-23 12:14","1.4","70","6.7","50","2019-09-23 14:09","0.0","0.0","0.0","...","0.0","...","1.7","14.1","7.79","18.1","0.9","...","...","7.4"
"24","1017.1","1018.3","1018.5","2019-09-24 09:13","1015.7","2019-09-24 15:49","24.5","26.4","2019-09-24 13:53","22.8","2019-09-24 23:59","18.4","69","52","2019-09-24 15:01","2.1","60","9.0","60","2019-09-24 10:59","0.0","0.0","0.0","...","0.0","...","2.9","24.2","8.86","18.3","3.7","...","...","8.0"
"25","1016.5","1017.7","1017.7","2019-09-25 21:18","1014.6","2019-09-25 14:06","25.3","29.0","2019-09-25 12:16","22.6","2019-09-25 00:02","17.5","63","48","2019-09-25 11:08","3.2","60","11.8","60","2019-09-25 12:04","0.0","0.0","0.0","...","0.0","...","6.9","57.6","17.79","21.3","4.8","...","...","4.9"
"26","1015.8","1017.0","1017.1","2019-09-26 20:24","1013.8","2019-09-26 14:18","25.9","29.0","2019-09-26 14:54","23.6","2019-09-26 05:20","21.3","76","59","2019-09-26 14:55","3.6","60","13.8","70","2019-09-26 15:30","T","2.2","T","2019-09-26 21:07","T","2019-09-26 21:07","4.2","35.2","12.22","18.0","-2.7","...","...","5.5"
"27","1014.7","1015.9","1016.9","2019-09-27 00:01","1013.1","2019-09-27 14:15","25.4","26.5","2019-09-27 14:50","24.3","2019-09-27 01:52","23.4","89","84","2019-09-27 10:29","2.9","70","10.7","70","2019-09-27 15:06","9.0","8.3","2.5","2019-09-27 12:59","7.0","2019-09-27 12:13","0.0","0.0","3.41","12.8","-0.9","...","...","9.4"
"28","1013.0","1014.2","1014.5","2019-09-28 08:55","1011.9","2019-09-28 14:08","25.1","27.4","2019-09-28 12:46","23.7","2019-09-28 04:29","24.1","94","84","2019-09-28 11:53","1.9","60","7.6","60","2019-09-28 16:20","63.3","16.7","8.0","2019-09-28 08:47","23.5","2019-09-28 08:05","0.1","0.8","5.52","14.1","-1.4","...","...","9.1"
"29","1010.5","1011.7","1012.7","2019-09-29 00:01","1008.5","2019-09-29 14:30","27.1","32.1","2019-09-29 13:13","24.5","2019-09-29 05:52","24.8","88","58","2019-09-29 13:17","3.1","60","13.8","80","2019-09-29 14:38","23.2","11.2","2.5","2019-09-29 01:30","9.0","2019-09-29 03:06","4.2","35.4","12.14","12.3","-2.8","...","...","8.1"
"30","1003.4","1004.6","1009.1","2019-09-30 00:04","997.0","2019-09-30 23:18","25.5","27.0","2019-09-30 03:27","23.7","2019-09-30 22:20","24.0","92","77","2019-09-30 12:27","4.4","60","16.5","70","2019-09-30 12:55","40.5","16.7","3.0","2019-09-30 05:58","8.0","2019-09-30 22:55","0.0","0.0","4.58","10.8","-0.6","...","...","9.9"
