"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1016.9","1018.2","1018.6","2019-12-01 23:57","1013.9","2019-12-01 13:25","20.5","28.1","2019-12-01 12:20","16.4","2019-12-01 06:08","16.4","79","40","2019-12-01 12:12","1.2","200","7.0","330","2019-12-01 13:59","0.5","1.0","0.3","2019-12-01 23:10","0.5","2019-12-01 23:01","5.0","47.0","8.58","15.6","-1.1","...","...","3.1"
"02","1022.5","1023.8","1025.7","2019-12-02 20:27","1018.5","2019-12-02 00:06","16.3","19.5","2019-12-02 00:01","15.2","2019-12-02 17:17","11.6","74","54","2019-12-02 21:26","2.4","30","9.8","70","2019-12-02 21:47","2.0","6.5","0.5","2019-12-02 05:48","1.0","2019-12-02 05:48","0.0","0.0","0.00","11.6","2.2","...","...","10.0"
"03","1023.5","1024.8","1024.6","2019-12-03 08:25","1021.7","2019-12-03 13:55","16.9","19.4","2019-12-03 13:10","15.2","2019-12-03 06:48","8.7","59","48","2019-12-03 13:16","3.8","60","13.8","70","2019-12-03 13:59","0.0","0.0","0.0","...","0.0","...","1.0","9.4","5.25","17.5","2.5","...","...","8.1"
"04","1024.3","1025.6","1026.1","2019-12-04 19:41","1022.5","2019-12-04 14:47","17.2","18.8","2019-12-04 09:34","14.7","2019-12-04 23:37","10.2","64","51","2019-12-04 10:27","3.3","60","12.9","80","2019-12-04 10:44","1.0","4.2","0.3","2019-12-04 22:02","0.5","2019-12-04 22:02","0.0","0.0","2.69","18.5","-1.1","...","...","9.6"
"05","1024.5","1025.8","1026.4","2019-12-05 21:23","1022.3","2019-12-05 13:50","15.1","15.7","2019-12-05 10:58","14.7","2019-12-05 00:56","14.3","95","91","2019-12-05 00:01","2.4","70","9.5","70","2019-12-05 09:20","54.0","24.0","2.5","2019-12-05 23:27","6.5","2019-12-05 18:45","0.0","0.0","0.44","6.6","-0.3","...","...","10.0"
"06","1023.6","1024.9","1025.6","2019-12-06 21:38","1021.8","2019-12-06 04:07","15.0","16.0","2019-12-06 15:33","14.1","2019-12-06 22:28","14.6","97","94","2019-12-06 23:41","1.9","70","8.4","60","2019-12-06 18:56","68.5","24.0","2.0","2019-12-06 00:55","7.5","2019-12-06 04:46","0.0","0.0","0.54","6.1","-1.3","...","...","10.0"
"07","1024.8","1026.1","1026.3","2019-12-07 20:45","1023.2","2019-12-07 14:10","14.1","15.7","2019-12-07 20:48","12.5","2019-12-07 04:36","11.8","87","57","2019-12-07 21:10","1.4","60","8.4","40","2019-12-07 17:48","8.0","14.3","1.0","2019-12-07 00:45","3.0","2019-12-07 00:30","0.0","0.0","0.30","15.6","-1.2","...","...","9.9"
"08","1024.1","1025.4","1026.0","2019-12-08 08:36","1022.3","2019-12-08 14:48","15.7","20.6","2019-12-08 12:23","10.7","2019-12-08 05:15","8.7","67","32","2019-12-08 13:28","1.9","60","10.4","60","2019-12-08 14:38","0.0","0.0","0.0","...","0.0","...","5.5","52.0","9.70","25.9","2.6","...","...","5.5"
"09","1019.9","1021.2","1023.1","2019-12-09 00:01","1017.6","2019-12-09 13:46","18.6","22.1","2019-12-09 12:49","14.8","2019-12-09 02:28","11.9","65","48","2019-12-09 12:53","2.7","60","10.7","60","2019-12-09 13:46","0.0","0.0","0.0","...","0.0","...","2.8","26.5","7.92","22.0","2.4","...","...","8.4"
