"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1009.3","1010.5","1010.7","2019-05-10 22:49","1007.9","2019-05-10 02:15","22.3","25.1","2019-05-10 14:49","20.1","2019-05-10 01:04","18.4","79","68","2019-05-10 16:23","2.7","60","9.3","60","2019-05-10 09:34","0.7","2.3","0.2","2019-05-10 06:47","0.5","2019-05-10 06:18","1.6","12.1","10.31","17.5","1.8","...","...","8.6"
"11","1010.4","1011.6","1011.7","2019-05-11 08:33","1009.0","2019-05-11 02:56","23.8","27.0","2019-05-11 11:33","21.1","2019-05-11 05:22","20.0","79","70","2019-05-11 12:37","2.5","60","9.7","70","2019-05-11 14:31","0.0","0.0","0.0","...","0.0","...","3.2","24.2","17.53","19.3","3.8","...","...","5.9"
"12","1009.5","1010.7","1011.1","2019-05-12 06:38","1007.5","2019-05-12 15:08","26.6","32.3","2019-05-12 11:31","21.3","2019-05-12 05:36","21.8","76","60","2019-05-12 11:30","2.7","60","10.0","70","2019-05-12 15:16","0.0","0.0","0.0","...","0.0","...","10.3","77.7","26.08","24.3","4.9","...","...","4.1"
"13","1008.5","1009.7","1009.9","2019-05-13 07:16","1006.7","2019-05-13 15:52","27.8","33.1","2019-05-13 14:30","23.6","2019-05-13 05:11","21.5","70","47","2019-05-13 14:32","1.3","50","6.5","290","2019-05-13 13:31","0.0","0.0","0.0","...","0.0","...","9.1","68.6","19.77","18.0","3.5","...","...","3.6"
"14","1008.3","1009.5","1009.8","2019-05-14 21:35","1007.0","2019-05-14 02:21","26.9","31.4","2019-05-14 12:44","23.8","2019-05-14 03:04","22.4","76","65","2019-05-14 14:20","1.6","50","7.9","300","2019-05-14 14:24","0.0","0.0","0.0","...","0.0","...","4.4","33.1","16.88","10.4","3.2","...","...","6.6"
"15","1008.2","1009.4","1010.1","2019-05-15 08:18","1006.3","2019-05-15 15:12","27.3","30.3","2019-05-15 13:52","25.3","2019-05-15 02:42","22.8","77","66","2019-05-15 14:23","0.9","60","4.9","340","2019-05-15 15:26","0.0","0.0","0.0","...","0.0","...","0.1","0.8","7.87","11.9","2.0","...","...","9.6"
"16","1005.1","1006.3","1007.7","2019-05-16 00:07","1003.0","2019-05-16 15:02","28.8","33.7","2019-05-16 12:37","26.0","2019-05-16 02:29","23.4","73","53","2019-05-16 12:42","1.8","230","13.3","250","2019-05-16 13:36","0.0","0.0","0.0","...","0.0","...","1.0","7.5","11.95","15.8","-2.9","...","...","9.8"
"17","1003.5","1004.7","1006.1","2019-05-17 10:24","1001.4","2019-05-17 16:26","26.0","28.8","2019-05-17 16:18","24.1","2019-05-17 10:53","23.8","88","73","2019-05-17 15:47","1.1","60","5.9","230","2019-05-17 10:24","102.5","11.1","9.0","2019-05-17 13:29","39.0","2019-05-17 12:22","1.6","12.0","5.22","10.5","-2.2","...","...","9.3"
"18","1003.7","1004.9","1005.6","2019-05-18 22:31","1002.1","2019-05-18 02:14","28.2","31.6","2019-05-18 10:55","24.4","2019-05-18 05:26","24.2","80","68","2019-05-18 09:24","2.1","220","12.8","210","2019-05-18 11:35","T","0.3","T","2019-05-18 09:49","T","2019-05-18 09:44","4.0","29.9","16.08","13.8","-2.5","...","...","8.8"
"19","1005.1","1006.3","1006.9","2019-05-19 22:18","1003.1","2019-05-19 15:56","30.0","34.8","2019-05-19 13:14","25.8","2019-05-19 05:39","23.7","70","53","2019-05-19 13:04","1.8","220","12.3","190","2019-05-19 13:25","0.0","0.0","0.0","...","0.0","...","6.3","47.1","20.26","17.4","-5.7","...","...","8.1"
"20","1007.8","1009.0","1011.6","2019-05-20 21:31","1004.1","2019-05-20 04:36","24.2","27.5","2019-05-20 00:01","22.4","2019-05-20 20:46","21.1","83","72","2019-05-20 19:17","1.8","70","10.9","20","2019-05-20 07:14","96.5","5.7","25.5","2019-05-20 10:10","72.5","2019-05-20 10:02","0.2","1.5","0.25","13.5","-3.3","...","...","8.6"
"21","1010.4","1011.6","1011.7","2019-05-21 08:29","1009.2","2019-05-21 16:20","23.5","26.4","2019-05-21 13:18","22.0","2019-05-21 23:28","14.0","56","39","2019-05-21 14:34","3.2","60","11.4","90","2019-05-21 14:58","0.0","0.0","0.0","...","0.0","...","1.7","12.7","14.45","19.8","4.7","...","...","8.5"
"22","1009.3","1010.5","1010.7","2019-05-22 00:01","1007.8","2019-05-22 16:16","23.5","25.8","2019-05-22 14:08","21.2","2019-05-22 02:00","15.7","62","50","2019-05-22 06:04","1.4","60","5.1","70","2019-05-22 08:45","0.0","0.0","0.0","...","0.0","...","0.0","0.0","6.51","21.1","-1.4","...","...","9.6"
"23","1010.5","1011.7","1012.3","2019-05-23 09:29","1008.8","2019-05-23 00:28","23.9","28.3","2019-05-23 15:00","21.5","2019-05-23 05:12","19.9","79","64","2019-05-23 15:16","1.9","60","8.4","80","2019-05-23 23:46","1.5","5.4","0.3","2019-05-23 06:20","0.8","2019-05-23 05:33","3.2","23.8","11.19","16.8","-2.0","...","...","8.0"
"24","1010.5","1011.7","1012.0","2019-05-24 07:39","1009.0","2019-05-24 16:37","27.3","31.7","2019-05-24 12:38","23.8","2019-05-24 00:37","20.0","65","53","2019-05-24 11:50","2.3","60","9.6","40","2019-05-24 14:47","0.0","0.0","0.0","...","0.0","...","9.3","69.2","25.34","23.5","6.3","...","...","5.5"
"25","1009.7","1010.9","1011.0","2019-05-25 09:10","1008.6","2019-05-25 16:19","27.7","31.9","2019-05-25 12:26","24.1","2019-05-25 05:23","19.3","61","52","2019-05-25 12:29","1.6","60","7.2","40","2019-05-25 12:13","0.0","0.0","0.0","...","0.0","...","8.2","60.9","22.93","19.8","5.9","...","...","7.0"
"26","1008.7","1009.9","1010.0","2019-05-26 09:51","1007.3","2019-05-26 15:30","27.5","32.4","2019-05-26 12:40","23.0","2019-05-26 04:58","21.1","69","51","2019-05-26 11:56","1.3","60","6.8","40","2019-05-26 13:31","0.0","0.0","0.0","...","0.0","...","7.2","53.4","18.88","18.8","4.2","...","...","7.3"
"27","1008.1","1009.3","1009.3","2019-05-27 06:55","1006.8","2019-05-27 16:02","26.8","31.3","2019-05-27 11:38","25.1","2019-05-27 03:59","22.9","80","63","2019-05-27 10:27","1.1","60","7.3","280","2019-05-27 11:52","13.0","2.4","6.5","2019-05-27 13:31","11.0","2019-05-27 13:22","0.6","4.4","10.38","14.6","-1.4","...","...","9.3"
"28","1009.5","1010.7","1012.3","2019-05-28 21:40","1007.1","2019-05-28 02:35","24.1","26.2","2019-05-28 00:01","22.1","2019-05-28 22:57","21.7","87","78","2019-05-28 23:43","1.4","70","6.8","50","2019-05-28 09:26","60.5","8.4","13.5","2019-05-28 09:02","28.0","2019-05-28 08:49","0.0","0.0","2.18","8.8","-1.1","...","...","10.0"
"29","1011.0","1012.2","1012.1","2019-05-29 09:27","1009.8","2019-05-29 03:42","22.8","24.6","2019-05-29 09:12","22.0","2019-05-29 03:15","16.4","67","59","2019-05-29 15:03","2.7","60","9.9","70","2019-05-29 12:01","0.0","0.0","0.0","...","0.0","...","0.7","5.2","7.70","21.9","2.5","...","...","9.5"
"30","1008.9","1010.1","1010.8","2019-05-30 00:01","1006.3","2019-05-30 16:27","26.3","31.4","2019-05-30 12:32","21.8","2019-05-30 03:18","20.5","71","56","2019-05-30 12:36","1.3","60","5.7","90","2019-05-30 09:05","0.0","0.0","0.0","...","0.0","...","3.9","28.8","16.89","18.4","3.0","...","...","7.9"
"31","1007.7","1008.9","1009.1","2019-05-31 21:30","1006.2","2019-05-31 15:03","28.2","34.3","2019-05-31 12:13","24.4","2019-05-31 03:16","22.6","72","55","2019-05-31 10:59","1.4","60","7.2","290","2019-05-31 13:20","0.0","0.0","0.0","...","0.0","...","7.0","51.7","21.65","14.8","4.9","...","...","7.5"
