"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1008.0","1009.2","1010.2","2020-05-10 20:54","1005.9","2020-05-10 15:03","29.2","34.7","2020-05-10 12:46","25.8","2020-05-10 23:59","24.1","75","47","2020-05-10 10:24","1.3","60","8.2","70","2020-05-10 23:59","0.1","0.4","0.1","2020-05-10 17:03","0.1","2020-05-10 17:03","4.8","36.3","13.25","18.4","-4.0","...","...","8.1"
"11","1009.1","1010.3","1010.8","2020-05-11 07:42","1007.5","2020-05-11 15:14","26.1","30.1","2020-05-11 12:19","24.1","2020-05-11 21:37","22.0","78","58","2020-05-11 11:15","2.2","60","8.1","70","2020-05-11 07:53","0.0","0.0","0.0","...","0.0","...","1.7","12.8","12.35","13.5","-2.1","...","...","8.6"
"12","1010.2","1011.4","1012.3","2020-05-12 21:46","1007.8","2020-05-12 03:16","23.5","24.8","2020-05-12 05:58","22.5","2020-05-12 11:12","20.9","85","76","2020-05-12 20:32","1.4","60","6.4","60","2020-05-12 15:26","23.0","6.0","6.0","2020-05-12 10:09","14.0","2020-05-12 10:09","0.0","0.0","0.58","8.6","-2.8","...","...","9.3"
"13","1012.1","1013.3","1014.0","2020-05-13 08:54","1010.9","2020-05-13 15:20","26.4","29.9","2020-05-13 11:57","23.1","2020-05-13 00:43","18.8","64","41","2020-05-13 09:22","3.7","60","11.3","30","2020-05-13 10:11","0.0","0.0","0.0","...","0.0","...","10.7","80.6","21.73","15.0","6.1","...","...","3.1"
"14","1010.1","1011.3","1011.9","2020-05-14 00:13","1008.1","2020-05-14 15:16","28.4","34.3","2020-05-14 12:57","24.8","2020-05-14 04:35","21.1","66","41","2020-05-14 12:23","1.5","50","6.1","290","2020-05-14 15:45","0.0","0.0","0.0","...","0.0","...","7.8","58.7","17.18","15.0","4.7","...","...","5.1"
"15","1007.8","1009.0","1009.3","2020-05-15 00:01","1006.3","2020-05-15 16:09","28.5","33.4","2020-05-15 11:39","23.8","2020-05-15 05:28","22.4","71","45","2020-05-15 10:39","1.1","220","5.0","40","2020-05-15 12:02","0.0","0.0","0.0","...","0.0","...","6.4","48.1","13.45","14.6","3.6","...","...","5.6"
"16","1007.4","1008.6","1008.9","2020-05-16 08:10","1006.1","2020-05-16 13:32","26.9","33.4","2020-05-16 11:15","23.7","2020-05-16 22:07","23.0","80","50","2020-05-16 10:09","1.4","200","7.6","60","2020-05-16 14:48","18.0","2.6","5.5","2020-05-16 15:28","15.0","2020-05-16 15:02","3.4","25.5","10.84","18.3","-3.3","...","...","8.5"
"17","1003.9","1005.1","1006.3","2020-05-17 00:04","1001.2","2020-05-17 15:54","28.0","34.3","2020-05-17 12:16","22.8","2020-05-17 04:41","22.2","73","48","2020-05-17 12:17","1.1","200","7.7","60","2020-05-17 13:10","0.0","0.0","0.0","...","0.0","...","9.5","71.2","19.34","28.8","6.0","...","...","4.5"
"18","1002.6","1003.8","1005.2","2020-05-18 11:24","1000.5","2020-05-18 03:10","25.7","28.5","2020-05-18 08:52","23.2","2020-05-18 11:52","23.0","86","69","2020-05-18 08:55","1.3","210","11.6","210","2020-05-18 10:15","25.0","3.9","9.0","2020-05-18 10:46","18.0","2020-05-18 10:07","0.4","3.0","4.85","23.3","-0.7","...","...","8.6"
"19","1005.9","1007.1","1008.1","2020-05-19 21:40","1003.2","2020-05-19 01:42","23.4","25.2","2020-05-19 10:31","22.1","2020-05-19 11:30","22.1","92","87","2020-05-19 21:11","1.4","60","7.5","60","2020-05-19 11:29","21.5","9.2","5.0","2020-05-19 11:01","12.0","2020-05-19 10:48","0.0","0.0","1.92","13.3","-0.6","...","...","9.0"
"20","1007.8","1009.0","1008.9","2020-05-20 10:10","1007.0","2020-05-20 02:28","24.6","28.2","2020-05-20 11:36","22.1","2020-05-20 02:02","22.1","86","70","2020-05-20 11:39","1.5","60","6.3","50","2020-05-20 20:04","2.0","3.1","1.0","2020-05-20 13:57","1.5","2020-05-20 13:31","0.2","1.5","6.46","14.4","-0.3","...","...","8.6"
"21","1005.5","1006.7","1007.8","2020-05-21 00:01","1003.7","2020-05-21 15:40","25.1","28.7","2020-05-21 11:18","23.3","2020-05-21 23:28","22.8","87","68","2020-05-21 10:55","1.5","50","6.9","60","2020-05-21 20:15","46.5","8.7","7.0","2020-05-21 18:57","27.0","2020-05-21 18:13","0.1","0.7","5.67","16.0","-1.0","...","...","9.6"
"22","1002.5","1003.7","1004.6","2020-05-22 00:01","1000.8","2020-05-22 15:38","24.0","25.8","2020-05-22 14:46","23.2","2020-05-22 00:13","23.4","96","93","2020-05-22 15:23","0.9","60","4.7","60","2020-05-22 14:00","90.0","18.3","4.5","2020-05-22 17:25","20.0","2020-05-22 16:43","0.0","0.0","2.03","6.1","-1.0","...","...","10.0"
"23","1005.1","1006.3","1007.1","2020-05-23 22:15","1002.6","2020-05-23 02:58","23.6","26.4","2020-05-23 14:23","22.7","2020-05-23 05:38","22.1","91","84","2020-05-23 14:27","0.9","60","5.0","80","2020-05-23 21:07","18.5","16.9","1.0","2020-05-23 01:37","3.0","2020-05-23 04:32","0.0","0.0","4.62","7.1","-0.9","...","...","9.8"
"24","1007.8","1009.0","1009.3","2020-05-24 21:44","1006.6","2020-05-24 01:41","26.3","31.0","2020-05-24 14:22","23.2","2020-05-24 02:25","21.7","77","50","2020-05-24 13:06","2.0","60","8.9","60","2020-05-24 17:09","T","0.8","T","2020-05-24 07:05","T","2020-05-24 07:05","8.4","62.5","20.29","24.1","-2.0","...","...","6.3"
"25","1008.6","1009.8","1010.1","2020-05-25 08:25","1007.5","2020-05-25 14:32","26.9","31.9","2020-05-25 13:29","24.0","2020-05-25 05:46","23.1","80","57","2020-05-25 11:15","1.1","50","6.4","50","2020-05-25 13:17","T","0.1","T","2020-05-25 05:27","T","2020-05-25 05:27","2.4","17.8","11.19","18.5","2.9","...","...","8.1"
"26","1006.4","1007.6","1008.3","2020-05-26 00:35","1004.5","2020-05-26 17:16","27.6","31.5","2020-05-26 10:53","24.5","2020-05-26 02:36","23.4","78","58","2020-05-26 10:17","1.6","220","19.1","210","2020-05-26 13:52","6.0","1.0","5.0","2020-05-26 13:52","6.0","2020-05-26 13:52","4.1","30.4","11.26","21.8","-2.5","...","...","7.9"
"27","1008.5","1009.7","1010.6","2020-05-27 21:13","1006.2","2020-05-27 03:16","24.7","27.7","2020-05-27 12:10","23.1","2020-05-27 18:39","21.9","85","60","2020-05-27 12:13","1.9","60","7.5","60","2020-05-27 11:32","14.0","5.8","3.0","2020-05-27 09:48","10.0","2020-05-27 09:10","1.1","8.2","8.05","20.0","-1.2","...","...","9.4"
"28","1010.3","1011.5","1011.9","2020-05-28 21:15","1008.9","2020-05-28 03:20","23.1","24.1","2020-05-28 00:19","22.1","2020-05-28 03:18","22.6","97","83","2020-05-28 00:46","1.3","50","5.8","80","2020-05-28 00:35","132.5","16.8","9.0","2020-05-28 01:40","24.5","2020-05-28 01:21","0.0","0.0","1.70","7.9","-1.1","...","...","9.9"
"29","1010.0","1011.2","1011.1","2020-05-29 07:52","1008.4","2020-05-29 13:31","25.6","32.1","2020-05-29 12:42","23.0","2020-05-29 00:18","23.5","89","56","2020-05-29 12:19","0.8","20","8.8","50","2020-05-29 14:34","17.1","5.5","10.0","2020-05-29 15:25","12.0","2020-05-29 15:25","2.9","21.5","10.69","11.1","-2.6","...","...","8.1"
"30","1009.1","1010.3","1010.5","2020-05-30 00:01","1007.1","2020-05-30 14:57","28.4","34.0","2020-05-30 15:16","23.9","2020-05-30 04:36","23.5","77","47","2020-05-30 10:10","1.3","220","9.2","180","2020-05-30 17:27","0.0","0.0","0.0","...","0.0","...","6.2","45.9","15.08","21.0","3.3","...","...","7.0"
"31","1009.5","1010.7","1011.1","2020-05-31 20:55","1007.7","2020-05-31 15:58","29.2","34.1","2020-05-31 12:08","24.9","2020-05-31 04:23","23.3","73","46","2020-05-31 10:42","1.7","280","11.9","240","2020-05-31 11:11","T","0.3","T","2020-05-31 22:48","T","2020-05-31 22:42","8.2","60.6","19.67","27.5","-4.5","...","...","7.5"
