"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1021.3","1022.6","1022.9","2019-04-01 10:15","1019.7","2019-04-01 23:58","16.4","17.3","2019-04-01 23:56","15.4","2019-04-01 06:11","13.1","81","73","2019-04-01 20:30","3.7","60","13.5","60","2019-04-01 08:38","6.5","11.4","1.5","2019-04-01 01:32","2.0","2019-04-01 01:32","0.0","0.0","1.83","12.3","-1.2","...","...","10.0"
"02","1017.0","1018.3","1019.7","2019-04-02 00:01","1014.6","2019-04-02 15:34","19.6","22.7","2019-04-02 13:22","17.3","2019-04-02 00:01","16.1","80","69","2019-04-02 13:22","2.3","60","9.7","50","2019-04-02 00:21","T","1.6","T","2019-04-02 15:40","T","2019-04-02 15:40","0.0","0.0","3.60","14.1","-0.6","...","...","9.8"
"03","1016.8","1018.1","1018.7","2019-04-03 09:27","1015.1","2019-04-03 16:07","20.3","22.1","2019-04-03 15:16","18.4","2019-04-03 06:15","17.8","86","76","2019-04-03 16:23","1.5","220","6.0","210","2019-04-03 11:02","T","1.8","T","2019-04-03 04:30","T","2019-04-03 04:10","0.0","0.0","2.80","8.9","0.8","...","...","10.0"
"04","1013.9","1015.1","1016.9","2019-04-04 00:01","1010.7","2019-04-04 14:58","23.5","29.2","2019-04-04 12:52","20.4","2019-04-04 22:14","19.3","78","53","2019-04-04 12:40","2.0","230","7.4","80","2019-04-04 05:03","0.0","0.0","0.0","...","0.0","...","6.2","50.0","16.68","13.3","-2.4","...","...","9.0"
"05","1012.6","1013.8","1014.0","2019-04-05 09:24","1010.6","2019-04-05 16:00","21.3","25.6","2019-04-05 13:52","19.8","2019-04-05 23:42","17.4","79","58","2019-04-05 15:54","1.5","60","7.0","60","2019-04-05 18:14","T","4.1","T","2019-04-05 06:10","T","2019-04-05 06:10","1.9","15.3","7.85","14.0","-2.2","...","...","6.8"
"06","1011.4","1012.6","1013.0","2019-04-06 00:01","1009.7","2019-04-06 15:22","22.3","28.4","2019-04-06 11:23","17.6","2019-04-06 05:31","17.5","75","54","2019-04-06 11:25","0.9","230","5.4","230","2019-04-06 14:43","0.0","0.0","0.0","...","0.0","...","4.1","32.9","12.00","16.4","1.8","...","...","6.9"
"07","1010.6","1011.8","1012.5","2019-04-07 09:35","1008.6","2019-04-07 15:52","24.7","30.4","2019-04-07 15:16","20.1","2019-04-07 00:53","19.6","75","52","2019-04-07 15:25","1.3","230","9.4","240","2019-04-07 14:57","0.0","0.0","0.0","...","0.0","...","4.3","34.4","16.06","9.3","2.9","...","...","8.6"
"08","1010.8","1012.0","1012.3","2019-04-08 07:42","1009.4","2019-04-08 15:49","25.7","32.4","2019-04-08 12:45","21.2","2019-04-08 05:43","20.4","74","49","2019-04-08 11:22","1.0","200","5.7","20","2019-04-08 12:58","0.0","0.0","0.0","...","0.0","...","8.2","65.6","18.66","7.3","3.7","...","...","4.3"
"09","1008.6","1009.8","1011.0","2019-04-09 00:01","1005.7","2019-04-09 15:58","26.6","32.5","2019-04-09 13:12","21.9","2019-04-09 06:25","21.3","74","47","2019-04-09 11:59","1.4","220","6.7","230","2019-04-09 14:51","0.0","0.0","0.0","...","0.0","...","6.0","47.9","16.50","8.4","2.4","...","...","6.6"
