"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"10","1004.0","1007.5","1005.7","2020-09-10 09:14","1001.6","2020-09-10 15:41","28.2","33.9","2020-09-10 14:48","25.7","2020-09-10 05:10","23.2","76","42","2020-09-10 14:47","1.6","180","6.0","70","2020-09-10 17:02","1.5","1.8","0.5","2020-09-10 18:21","1.5","2020-09-10 18:14","1.9","15.4","11.79","18.5","-4.6","6","2020-09-10 14:00","8.5"
"11","1004.8","1008.3","1007.0","2020-09-11 22:32","1003.2","2020-09-11 15:52","29.7","36.0","2020-09-11 13:12","26.1","2020-09-11 03:51","22.9","69","38","2020-09-11 13:13","1.1","190","5.2","300","2020-09-11 12:33","0.5","0.2","0.5","2020-09-11 14:55","0.5","2020-09-11 14:55","2.7","21.9","16.47","12.8","-0.7","8","2020-09-11 13:00","7.5"
"12","1007.8","1011.3","1009.7","2020-09-12 19:30","1005.9","2020-09-12 04:45","28.8","33.9","2020-09-12 11:24","26.7","2020-09-12 20:47","23.7","75","51","2020-09-12 11:17","1.9","80","8.5","100","2020-09-12 18:45","0.0","0.0","0.0","...","0.0","...","1.1","8.9","10.59","26.0","1.5","5","2020-09-12 11:00","9.8"
"13","1008.4","1011.9","1010.1","2020-09-13 10:24","1006.9","2020-09-13 15:45","27.7","30.6","2020-09-13 14:05","26.2","2020-09-13 05:29","24.2","82","59","2020-09-13 13:28","2.3","80","9.4","70","2020-09-13 19:53","1.0","1.6","0.5","2020-09-13 10:30","0.5","2020-09-13 10:14","0.8","6.5","9.55","23.8","-3.4","7","2020-09-13 13:00","9.0"
"14","1007.0","1010.4","1008.5","2020-09-14 00:18","1004.9","2020-09-14 15:48","29.5","34.7","2020-09-14 11:28","26.2","2020-09-14 05:35","23.5","72","47","2020-09-14 11:00","2.3","80","9.9","80","2020-09-14 00:17","0.0","0.0","0.0","...","0.0","...","7.0","57.2","19.32","32.5","4.0","8","2020-09-14 14:00","5.3"
"15","1006.3","1009.7","1007.4","2020-09-15 00:01","1004.7","2020-09-15 15:06","30.2","35.4","2020-09-15 12:23","26.6","2020-09-15 05:45","23.4","68","45","2020-09-15 10:59","1.4","150","7.7","340","2020-09-15 13:48","0.0","0.0","0.0","...","0.0","...","6.6","54.0","20.69","30.0","4.7","8","2020-09-15 13:00","6.0"
"16","1005.6","1009.1","1006.6","2020-09-16 07:03","1004.5","2020-09-16 16:42","30.5","36.0","2020-09-16 11:07","26.9","2020-09-16 05:37","23.8","69","44","2020-09-16 10:42","1.5","160","7.8","90","2020-09-16 14:18","T","0.3","T","2020-09-16 14:21","T","2020-09-16 14:21","6.8","55.8","20.69","25.5","-4.5","9","2020-09-16 12:00","6.5"
"17","1005.0","1008.4","1006.8","2020-09-17 23:48","1003.3","2020-09-17 14:26","31.3","36.6","2020-09-17 14:38","27.3","2020-09-17 05:18","23.5","65","36","2020-09-17 15:18","1.3","180","6.5","100","2020-09-17 16:54","0.0","0.0","0.0","...","0.0","...","6.8","55.9","22.40","14.8","5.5","8","2020-09-17 13:00","6.5"
"18","1008.3","1011.7","1009.8","2020-09-18 20:11","1006.5","2020-09-18 00:28","30.6","36.6","2020-09-18 11:02","27.4","2020-09-18 05:43","24.2","71","38","2020-09-18 10:26","2.0","80","12.6","100","2020-09-18 14:17","7.0","0.9","3.0","2020-09-18 14:16","7.0","2020-09-18 14:10","7.4","60.9","21.72","26.3","-3.0","9","2020-09-18 12:00","7.0"
"19","1009.2","1012.6","1010.7","2020-09-19 08:56","1007.8","2020-09-19 14:24","30.4","35.3","2020-09-19 11:38","27.9","2020-09-19 04:28","23.7","68","45","2020-09-19 10:32","1.3","180","7.3","340","2020-09-19 17:29","0.0","0.0","0.0","...","0.0","...","4.5","37.1","17.71","26.3","-4.3","7","2020-09-19 12:00","7.5"
"20","1008.8","1012.3","1010.1","2020-09-20 09:46","1007.7","2020-09-20 14:46","27.2","32.0","2020-09-20 12:03","25.4","2020-09-20 22:38","23.7","82","52","2020-09-20 12:07","2.5","80","11.2","80","2020-09-20 12:42","2.0","1.5","1.0","2020-09-20 13:36","2.0","2020-09-20 13:36","1.3","10.7","10.99","24.8","-1.7","10","2020-09-20 12:00","9.5"
"21","1008.6","1012.1","1009.8","2020-09-21 09:50","1007.0","2020-09-21 14:33","27.4","31.3","2020-09-21 14:08","25.8","2020-09-21 00:01","20.7","68","44","2020-09-21 14:10","2.7","80","10.3","80","2020-09-21 13:24","0.0","0.0","0.0","...","0.0","...","4.2","34.8","15.90","26.3","4.7","9","2020-09-21 12:00","6.5"
"22","1007.7","1011.2","1009.1","2020-09-22 08:51","1006.0","2020-09-22 15:08","27.3","31.9","2020-09-22 11:59","24.3","2020-09-22 05:55","18.5","60","39","2020-09-22 09:59","2.9","80","12.3","80","2020-09-22 16:50","0.0","0.0","0.0","...","0.0","...","9.3","77.2","24.65","60.0","5.4","10","2020-09-22 12:00","5.3"
"23","1007.1","1010.6","1008.3","2020-09-23 21:10","1005.6","2020-09-23 14:29","27.7","33.9","2020-09-23 13:39","24.3","2020-09-23 06:13","19.0","61","35","2020-09-23 13:46","2.9","80","11.1","110","2020-09-23 16:46","0.0","0.0","0.0","...","0.0","...","10.1","84.0","25.11","28.8","5.4","9","2020-09-23 12:00","3.5"
"24","1007.6","1011.1","1008.7","2020-09-24 09:11","1006.5","2020-09-24 02:58","25.1","27.3","2020-09-24 12:03","22.6","2020-09-24 23:53","22.4","86","67","2020-09-24 12:10","1.4","150","5.1","80","2020-09-24 11:18","23.0","7.7","3.0","2020-09-24 21:30","12.0","2020-09-24 21:32","0.0","0.0","2.02","19.0","-0.1","2","2020-09-24 12:00","10.0"
"25","1007.5","1011.0","1008.7","2020-09-25 07:24","1006.1","2020-09-25 14:46","24.0","25.5","2020-09-25 13:07","21.6","2020-09-25 05:28","21.4","86","72","2020-09-25 13:15","1.6","160","5.4","180","2020-09-25 14:48","2.5","0.7","0.5","2020-09-25 00:01","0.5","2020-09-25 00:01","0.0","0.0","5.22","19.3","-1.4","3","2020-09-25 10:00","10.0"
"26","1008.1","1011.6","1009.8","2020-09-26 22:37","1006.4","2020-09-26 03:37","23.9","26.0","2020-09-26 14:09","21.7","2020-09-26 23:45","21.3","86","62","2020-09-26 14:15","2.3","80","9.9","70","2020-09-26 21:51","2.5","3.7","0.5","2020-09-26 02:40","1.0","2020-09-26 02:31","0.0","0.0","4.20","20.3","-1.3","3","2020-09-26 14:00","10.0"
"27","1009.1","1012.6","1010.9","2020-09-27 08:53","1007.9","2020-09-27 14:43","21.6","22.3","2020-09-27 12:34","20.9","2020-09-27 08:28","21.5","99","93","2020-09-27 02:03","2.1","110","8.0","80","2020-09-27 08:16","39.5","13.0","1.5","2020-09-27 08:23","4.5","2020-09-27 07:39","0.0","0.0","2.17","6.0","-4.5","2","2020-09-27 13:00","10.0"
"28","1007.9","1011.4","1009.7","2020-09-28 09:03","1006.4","2020-09-28 14:54","22.5","23.1","2020-09-28 08:39","21.9","2020-09-28 00:01","22.5","100","98","2020-09-28 11:10","1.9","90","9.0","100","2020-09-28 10:03","16.5","11.5","2.0","2020-09-28 09:20","6.0","2020-09-28 08:43","0.0","0.0","2.82","16.5","-1.1","3","2020-09-28 11:00","10.0"
"29","1005.6","1009.1","1007.7","2020-09-29 00:01","1003.0","2020-09-29 15:26","24.5","29.1","2020-09-29 12:45","22.0","2020-09-29 01:14","20.2","79","49","2020-09-29 13:39","2.2","80","8.5","20","2020-09-29 12:51","1.0","0.0","0.5","2020-09-29 05:49","0.5","2020-09-29 05:49","0.6","5.1","13.17","19.0","-2.8","7","2020-09-29 13:00","9.3"
"30","1006.6","1010.2","1008.6","2020-09-30 09:52","1004.4","2020-09-30 03:38","21.6","22.7","2020-09-30 00:51","20.5","2020-09-30 05:36","20.4","93","81","2020-09-30 09:33","1.5","190","7.2","90","2020-09-30 02:26","3.5","3.1","0.5","2020-09-30 02:44","1.0","2020-09-30 02:24","0.1","0.8","4.93","21.3","-0.2","2","2020-09-30 13:00","8.8"
