"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1007.3","1010.8","1009.1","2020-10-01 09:36","1005.7","2020-10-01 14:43","25.1","29.8","2020-10-01 14:01","20.4","2020-10-01 04:19","19.0","72","41","2020-10-01 11:39","2.9","80","12.9","80","2020-10-01 14:47","0.0","0.0","0.0","...","0.0","...","9.0","76.1","23.51","36.3","4.1","9","2020-10-01 12:00","2.8"
"02","1007.7","1011.1","1009.0","2020-10-02 08:45","1005.5","2020-10-02 15:06","26.9","31.1","2020-10-02 12:11","24.1","2020-10-02 05:42","20.8","71","48","2020-10-02 10:13","4.2","80","12.7","80","2020-10-02 17:32","0.0","0.0","0.0","...","0.0","...","10.0","84.8","24.89","28.5","5.3","9","2020-10-02 12:00","2.8"
"03","1007.2","1010.7","1008.6","2020-10-03 00:01","1004.8","2020-10-03 14:05","28.6","33.9","2020-10-03 12:09","24.0","2020-10-03 05:55","21.1","67","37","2020-10-03 11:46","3.3","80","10.2","100","2020-10-03 14:37","0.0","0.0","0.0","...","0.0","...","9.3","79.0","23.61","40.0","5.0","9","2020-10-03 12:00","2.3"
"04","1006.1","1009.6","1008.5","2020-10-04 22:02","1002.8","2020-10-04 14:38","29.3","35.9","2020-10-04 12:45","25.4","2020-10-04 05:42","21.3","65","33","2020-10-04 13:04","2.5","80","10.0","60","2020-10-04 19:17","0.0","0.0","0.0","...","0.0","...","10.0","85.1","23.29","32.5","-5.3","9","2020-10-04 12:00","2.3"
"05","1010.1","1013.6","1012.9","2020-10-05 22:20","1007.9","2020-10-05 00:03","24.2","26.6","2020-10-05 00:01","22.4","2020-10-05 23:54","22.0","87","78","2020-10-05 02:33","3.5","80","11.4","80","2020-10-05 10:14","1.0","4.3","0.5","2020-10-05 03:40","0.5","2020-10-05 02:50","0.0","0.0","2.81","10.3","-0.5","3","2020-10-05 12:00","10.0"
"06","1012.8","1016.3","1014.5","2020-10-06 21:01","1011.2","2020-10-06 16:03","24.0","26.1","2020-10-06 16:10","22.4","2020-10-06 00:01","18.4","71","55","2020-10-06 16:21","3.3","80","12.7","80","2020-10-06 14:51","0.0","0.0","0.0","...","0.0","...","0.4","3.4","7.32","15.5","2.9","4","2020-10-06 13:00","9.5"
"07","1012.7","1016.2","1014.4","2020-10-07 09:17","1011.3","2020-10-07 14:49","24.3","27.2","2020-10-07 13:10","23.0","2020-10-07 03:17","17.8","67","49","2020-10-07 13:13","2.6","80","10.1","90","2020-10-07 10:27","0.0","0.0","0.0","...","0.0","...","0.0","0.0","6.26","28.8","2.2","4","2020-10-07 13:00","9.0"
"08","1012.5","1016.1","1013.8","2020-10-08 08:47","1011.2","2020-10-08 14:49","24.2","27.9","2020-10-08 09:46","22.1","2020-10-08 05:47","18.8","73","45","2020-10-08 15:08","2.3","40","11.5","30","2020-10-08 12:29","0.5","0.5","0.5","2020-10-08 20:53","0.5","2020-10-08 20:03","1.0","8.6","8.43","15.5","-0.7","4","2020-10-08 10:00","8.8"
"09","1012.3","1015.8","1014.0","2020-10-09 09:29","1010.9","2020-10-09 15:15","23.0","25.6","2020-10-09 13:59","21.6","2020-10-09 03:07","20.7","88","63","2020-10-09 15:05","1.2","190","5.8","40","2020-10-09 17:01","2.0","4.8","0.5","2020-10-09 02:45","1.0","2020-10-09 09:48","0.0","0.0","4.74","15.8","-0.7","3","2020-10-09 14:00","10.0"
"10","1010.0","1013.5","1011.8","2020-10-10 00:01","1008.7","2020-10-10 15:46","24.2","26.0","2020-10-10 14:11","22.3","2020-10-10 00:01","20.7","80","67","2020-10-10 12:18","2.6","100","11.8","30","2020-10-10 10:37","0.0","0.0","0.0","...","0.0","...","0.0","0.0","7.18","16.3","-1.1","3","2020-10-10 13:00","9.3"
"11","1007.2","1010.7","1009.1","2020-10-11 00:03","1005.0","2020-10-11 15:04","25.5","28.1","2020-10-11 12:45","23.8","2020-10-11 05:20","23.0","86","66","2020-10-11 12:46","3.4","80","11.5","70","2020-10-11 13:40","2.0","0.6","1.0","2020-10-11 23:47","1.5","2020-10-11 22:57","1.3","11.2","13.36","21.3","-1.6","7","2020-10-11 12:00","7.0"
"12","1007.1","1010.6","1009.2","2020-10-12 22:50","1005.2","2020-10-12 13:31","26.1","28.7","2020-10-12 11:16","24.5","2020-10-12 00:50","23.9","88","70","2020-10-12 11:59","4.2","80","14.6","80","2020-10-12 13:16","5.5","2.0","1.0","2020-10-12 00:02","3.0","2020-10-12 00:02","2.3","19.9","13.81","30.0","-1.7","10","2020-10-12 12:00","7.0"
"13","1010.3","1013.8","1012.6","2020-10-13 22:04","1008.3","2020-10-13 04:02","24.5","27.4","2020-10-13 13:48","23.8","2020-10-13 19:26","23.8","96","78","2020-10-13 13:53","4.4","80","13.6","70","2020-10-13 14:04","7.5","8.8","1.0","2020-10-13 09:08","1.5","2020-10-13 00:23","0.5","4.3","8.95","8.8","-0.5","5","2020-10-13 13:00","8.8"
"14","1012.7","1016.2","1014.0","2020-10-14 09:48","1011.2","2020-10-14 15:30","25.1","27.2","2020-10-14 14:16","23.4","2020-10-14 04:47","21.6","81","62","2020-10-14 15:07","4.6","80","14.5","70","2020-10-14 15:37","0.5","0.0","0.5","2020-10-14 05:54","0.5","2020-10-14 05:04","1.9","16.5","9.26","15.3","-3.2","6","2020-10-14 12:00","8.5"
"15","1012.0","1015.5","1014.0","2020-10-15 09:28","1010.3","2020-10-15 16:08","25.4","27.2","2020-10-15 08:17","24.6","2020-10-15 05:16","21.4","79","60","2020-10-15 08:19","4.9","80","14.9","110","2020-10-15 08:50","T","4.9","T","2020-10-15 08:40","T","2020-10-15 08:40","2.2","19.2","7.83","16.0","-0.4","4","2020-10-15 11:00","8.5"
"16","1011.4","1014.9","1013.5","2020-10-16 22:57","1009.7","2020-10-16 13:39","25.0","28.3","2020-10-16 10:46","23.4","2020-10-16 21:34","22.7","87","65","2020-10-16 10:49","4.1","80","12.2","70","2020-10-16 11:38","2.0","5.7","0.5","2020-10-16 08:40","1.0","2020-10-16 20:30","0.7","6.1","7.12","10.3","-0.6","6","2020-10-16 11:00","9.5"
"17","1013.5","1017.0","1014.9","2020-10-17 09:28","1012.1","2020-10-17 02:43","23.5","24.8","2020-10-17 10:02","22.3","2020-10-17 19:15","20.3","82","72","2020-10-17 11:24","3.3","80","11.2","80","2020-10-17 12:42","0.0","0.0","0.0","...","0.0","...","0.0","0.0","3.68","23.0","-1.6","2","2020-10-17 11:00","10.0"
"18","1013.8","1017.3","1015.8","2020-10-18 20:50","1012.2","2020-10-18 13:24","22.7","25.7","2020-10-18 11:13","21.2","2020-10-18 21:27","20.1","85","66","2020-10-18 11:23","3.3","80","14.3","90","2020-10-18 10:47","T","3.1","T","2020-10-18 08:54","T","2020-10-18 08:54","0.0","0.0","5.23","12.5","-1.1","5","2020-10-18 12:00","9.5"
"19","1013.7","1017.2","1015.2","2020-10-19 21:17","1011.6","2020-10-19 14:30","22.8","23.6","2020-10-19 18:27","21.5","2020-10-19 00:01","19.8","84","73","2020-10-19 10:09","3.1","90","12.6","80","2020-10-19 18:49","0.0","0.0","0.0","...","0.0","...","0.0","0.0","3.12","17.8","2.5","2","2020-10-19 12:00","10.0"
"20","1011.7","1015.2","1014.1","2020-10-20 00:02","1009.3","2020-10-20 23:44","23.9","26.6","2020-10-20 12:53","22.4","2020-10-20 03:37","21.2","85","66","2020-10-20 11:28","4.1","80","14.6","80","2020-10-20 12:41","0.0","0.0","0.0","...","0.0","...","1.2","10.6","9.77","11.8","-0.7","6","2020-10-20 13:00","8.8"
"21","1006.5","1010.0","1009.4","2020-10-21 00:02","1004.3","2020-10-21 15:19","25.3","28.4","2020-10-21 12:52","22.9","2020-10-21 23:50","23.5","90","69","2020-10-21 08:39","4.1","80","12.5","80","2020-10-21 11:32","1.0","5.1","0.5","2020-10-21 05:18","0.5","2020-10-21 04:28","0.7","6.2","10.96","16.8","-1.1","6","2020-10-21 13:00","10.0"
