"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1019.1","1022.8","1020.8","2019-04-01 10:22","1017.9","2019-04-01 02:17","16.5","17.6","2019-04-01 21:52","15.2","2019-04-01 05:58","13.0","80","67","2019-04-01 21:07","4.3","100","12.6","100","2019-04-01 12:54","5.9","7.6","0.9","2019-04-01 01:40","2.4","2019-04-01 04:35","0.0","0.0","2.35","12.0","-1.5","2","2019-04-01 12:00","10.0"
"02","1014.8","1018.4","1017.9","2019-04-02 00:02","1012.2","2019-04-02 14:53","19.8","22.2","2019-04-02 15:36","17.2","2019-04-02 00:01","15.5","76","69","2019-04-02 15:36","3.2","80","10.7","80","2019-04-02 00:24","0.1","0.8","0.1","2019-04-02 04:15","0.1","2019-04-02 03:30","0.0","0.0","2.58","26.3","-0.9","3","2019-04-02 13:00","10.0"
"03","1014.4","1018.0","1016.3","2019-04-03 09:05","1012.7","2019-04-03 16:05","20.6","22.4","2019-04-03 16:11","18.8","2019-04-03 05:21","17.7","83","75","2019-04-03 16:39","1.4","230","8.0","80","2019-04-03 23:35","0.9","1.9","0.4","2019-04-03 13:10","0.5","2019-04-03 12:40","0.0","0.0","1.51","11.3","-2.4","1","2019-04-03 11:00","9.9"
"04","1011.6","1015.1","1014.7","2019-04-04 00:01","1008.5","2019-04-04 14:59","24.1","30.8","2019-04-04 13:16","21.0","2019-04-04 00:19","19.1","75","50","2019-04-04 13:05","2.1","80","8.7","300","2019-04-04 18:02","T","2.3","T","2019-04-04 19:55","T","2019-04-04 19:55","5.0","40.3","15.43","23.0","-2.2","6","2019-04-04 12:00","6.1"
"05","1010.3","1013.9","1011.6","2019-04-05 08:51","1008.6","2019-04-05 15:41","21.5","25.2","2019-04-05 13:21","20.1","2019-04-05 04:21","17.2","77","62","2019-04-05 14:31","1.8","100","9.5","110","2019-04-05 18:33","T","4.9","T","2019-04-05 07:30","T","2019-04-05 07:30","1.7","13.7","6.80","14.6","-1.8","5","2019-04-05 13:00","8.7"
"06","1009.1","1012.6","1010.7","2019-04-06 00:01","1007.3","2019-04-06 15:23","23.5","30.0","2019-04-06 11:53","18.5","2019-04-06 05:41","16.6","73","X","...","1.0","180","6.3","110","2019-04-06 00:03","0.0","0.0","0.0","...","0.0","...","5.6","44.9","13.49","25.0","3.7","7","2019-04-06 12:00","6.8"
"07","1008.4","1011.9","1010.3","2019-04-07 09:59","1006.2","2019-04-07 15:33","25.4","31.7","2019-04-07 13:23","21.2","2019-04-07 01:30","19.8","67","X","...","1.5","170","10.9","260","2019-04-07 15:39","0.0","0.0","0.0","...","0.0","...","4.3","34.4","14.11","12.5","3.5","7","2019-04-07 13:00","8.1"
"08","1008.6","1012.1","1010.3","2019-04-08 08:41","1007.2","2019-04-08 16:27","26.8","32.8","2019-04-08 12:13","22.0","2019-04-08 05:34","20.9","63","X","...","0.9","180","7.4","30","2019-04-08 14:17","0.0","0.0","0.0","...","0.0","...","9.6","76.7","18.62","8.5","4.5","7","2019-04-08 12:00","1.1"
"09","1006.5","1010.0","1008.9","2019-04-09 07:41","1003.7","2019-04-09 15:45","27.4","33.2","2019-04-09 12:54","23.1","2019-04-09 05:46","21.7","65","X","...","1.3","250","6.5","280","2019-04-09 13:44","0.0","0.0","0.0","...","0.0","...","4.6","36.7","13.40","9.5","3.2","6","2019-04-09 12:00","6.2"
