"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1004.2","1007.7","1006.1","2019-06-01 00:03","1002.0","2019-06-01 14:41","27.1","32.3","2019-06-01 12:08","25.6","2019-06-01 03:53","24.0","84","53","2019-06-01 12:13","1.3","120","8.3","270","2019-06-01 13:45","14.7","1.0","6.9","2019-06-01 14:51","7.5","2019-06-01 13:40","0.6","4.4","9.76","13.3","-1.7","7","2019-06-01 13:00","9.4"
"02","1002.1","1005.5","1004.3","2019-06-02 23:58","1000.2","2019-06-02 15:39","30.0","36.6","2019-06-02 12:02","25.7","2019-06-02 05:10","23.3","70","37","2019-06-02 12:03","2.1","280","15.0","320","2019-06-02 13:20","0.0","0.0","0.0","...","0.0","...","3.3","24.3","15.50","30.0","5.2","13","2019-06-02 12:00","8.4"
"03","1003.6","1007.1","1005.1","2019-06-03 22:07","1002.4","2019-06-03 15:05","28.4","31.3","2019-06-03 10:59","25.9","2019-06-03 00:59","23.7","76","58","2019-06-03 11:02","0.9","130","13.5","340","2019-06-03 00:10","2.5","0.8","1.0","2019-06-03 12:45","2.5","2019-06-03 12:35","0.3","2.2","7.11","34.5","-1.9","5","2019-06-03 12:00","9.3"
"04","1005.4","1008.9","1007.3","2019-06-04 10:36","1003.6","2019-06-04 02:05","27.8","30.0","2019-06-04 17:09","26.2","2019-06-04 12:19","24.2","81","61","2019-06-04 08:05","1.1","180","5.6","270","2019-06-04 13:31","3.4","4.2","1.0","2019-06-04 11:59","1.5","2019-06-04 09:15","1.5","11.0","6.80","28.3","-0.2","4","2019-06-04 15:00","8.1"
"05","1007.1","1010.5","1008.2","2019-06-05 22:25","1005.8","2019-06-05 02:58","29.3","34.4","2019-06-05 13:07","25.7","2019-06-05 04:59","23.7","74","45","2019-06-05 09:55","1.3","170","7.8","10","2019-06-05 11:24","1.1","0.7","0.4","2019-06-05 16:20","1.1","2019-06-05 15:51","5.4","39.7","17.16","18.5","-5.7","9","2019-06-05 12:00","7.4"
"06","1007.0","1010.4","1008.0","2019-06-06 09:08","1006.0","2019-06-06 03:27","30.1","35.2","2019-06-06 12:39","26.1","2019-06-06 06:08","24.1","71","47","2019-06-06 10:09","1.6","280","8.2","290","2019-06-06 13:49","0.0","0.0","0.0","...","0.0","...","4.9","36.0","15.42","26.3","3.9","8","2019-06-06 12:00","7.8"
"07","1006.4","1009.9","1007.7","2019-06-07 06:31","1005.2","2019-06-07 15:16","30.3","35.9","2019-06-07 12:47","27.5","2019-06-07 04:15","23.8","70","42","2019-06-07 12:06","1.8","160","8.5","280","2019-06-07 10:46","0.0","0.0","0.0","...","0.0","...","4.8","35.3","16.67","27.0","4.4","8","2019-06-07 13:00","7.9"
"08","1004.1","1007.5","1006.3","2019-06-08 07:12","1001.8","2019-06-08 23:58","30.3","35.4","2019-06-08 13:24","27.1","2019-06-08 05:17","23.8","69","43","2019-06-08 13:25","1.8","170","8.4","250","2019-06-08 14:30","0.0","0.0","0.0","...","0.0","...","1.6","11.8","14.63","30.0","3.9","8","2019-06-08 13:00","8.4"
"09","1000.4","1003.9","1002.1","2019-06-09 06:58","998.7","2019-06-09 15:59","30.5","34.4","2019-06-09 11:01","26.6","2019-06-09 05:29","22.8","65","40","2019-06-09 11:15","2.1","280","16.1","270","2019-06-09 12:37","0.0","0.0","0.0","...","0.0","...","0.9","6.6","12.80","47.5","4.5","7","2019-06-09 12:00","9.3"
