"觀測時間(day)","測站氣壓(hPa)","海平面氣壓(hPa)","測站最高氣壓(hPa)","測站最高氣壓時間(LST)","測站最低氣壓(hPa)","測站最低氣壓時間(LST)","氣溫(℃)","最高氣溫(℃)","最高氣溫時間(LST)","最低氣溫(℃)","最低氣溫時間(LST)","露點溫度(℃)","相對溼度(%)","最小相對溼度(%)","最小相對溼度時間(LST)","風速(m/s)","風向(360degree)","最大陣風(m/s)","最大陣風風向(360degree)","最大陣風風速時間(LST)","降水量(mm)","降水時數(hour)","最大十分鐘降水量(mm)","最大十分鐘降水量起始時間(LST)","最大六十分鐘降水量(mm)","最大六十分鐘降水量起始時間(LST)","日照時數(hour)","日照率(%)","全天空日射量(MJ/㎡)","能見度(km)","A型蒸發量(mm)","日最高紫外線指數","日最高紫外線指數時間(LST)","總雲量(0~10)"
"ObsTime","StnPres","SeaPres","StnPresMax","StnPresMaxTime","StnPresMin","StnPresMinTime","Temperature","T Max","T Max Time","T Min","T Min Time","Td dew point","RH","RHMin","RHMinTime","WS","WD","WSGust","WDGust","WGustTime","Precp","PrecpHour","PrecpMax10","PrecpMax10Time","PrecpMax60","PrecpMax60Time","SunShine","SunShineRate","GloblRad","VisbMean","EvapA","UVI Max","UVI Max Time","Cloud Amount"
"01","1021.6","1025.3","1024.4","2021-01-01 00:01","1018.7","2021-01-01 14:41","13.5","15.9","2021-01-01 14:02","11.0","2021-01-01 01:05","7.0","65","56","2021-01-01 11:44","1.9","90","9.3","130","2021-01-01 15:21","0.0","0.0","0.0","...","0.0","...","0.4","3.8","6.70","33.8","-0.8","4","2021-01-01 12:00","9.5"
"02","1020.3","1024.0","1021.8","2021-01-02 04:36","1019.0","2021-01-02 14:07","14.4","15.9","2021-01-02 13:25","12.7","2021-01-02 07:17","10.7","78","69","2021-01-02 11:37","2.4","100","9.8","80","2021-01-02 06:04","0.0","0.0","0.0","...","0.0","...","0.0","0.0","4.92","27.5","0.8","3","2021-01-02 13:00","9.5"
"03","1019.0","1022.7","1021.0","2021-01-03 07:30","1016.6","2021-01-03 13:54","18.0","22.0","2021-01-03 13:47","14.6","2021-01-03 04:34","14.0","78","58","2021-01-03 13:18","2.2","90","11.5","80","2021-01-03 14:28","0.0","0.0","0.0","...","0.0","...","7.2","68.0","15.29","43.8","-0.9","7","2021-01-03 13:00","4.3"
"04","1017.1","1020.7","1019.6","2021-01-04 08:53","1014.6","2021-01-04 14:47","18.2","21.1","2021-01-04 12:52","16.0","2021-01-04 04:44","17.1","93","82","2021-01-04 12:45","1.3","220","7.8","110","2021-01-04 13:36","4.0","10.0","0.5","2021-01-04 06:03","1.0","2021-01-04 08:03","0.5","4.7","7.95","19.0","-0.4","5","2021-01-04 13:00","9.5"
"05","1017.4","1021.0","1019.4","2021-01-05 20:32","1015.6","2021-01-05 13:24","16.8","18.2","2021-01-05 00:08","14.9","2021-01-05 23:55","15.0","89","78","2021-01-05 13:48","2.1","100","8.6","40","2021-01-05 15:16","0.5","4.1","0.5","2021-01-05 22:02","0.5","2021-01-05 22:02","0.0","0.0","4.48","24.3","-0.5","2","2021-01-05 13:00","9.8"
"06","1017.0","1020.7","1019.5","2021-01-06 08:02","1014.1","2021-01-06 14:29","15.0","16.2","2021-01-06 09:44","14.0","2021-01-06 23:56","13.3","90","82","2021-01-06 09:54","2.6","100","12.3","100","2021-01-06 11:41","1.5","6.3","0.5","2021-01-06 04:55","0.5","2021-01-06 04:05","0.0","0.0","2.89","11.5","-0.1","2","2021-01-06 10:00","10.0"
"07","1019.9","1023.6","1023.2","2021-01-07 23:56","1016.6","2021-01-07 02:53","12.0","14.1","2021-01-07 00:25","9.6","2021-01-07 23:26","10.2","89","79","2021-01-07 23:48","2.3","90","11.4","130","2021-01-07 17:04","6.5","18.1","0.5","2021-01-07 04:04","1.5","2021-01-07 04:04","0.0","0.0","1.98","6.5","-0.1","1","2021-01-07 13:00","10.0"
"08","1023.1","1026.9","1024.2","2021-01-08 20:45","1021.5","2021-01-08 14:00","8.2","9.6","2021-01-08 00:01","7.3","2021-01-08 04:20","6.1","88","62","2021-01-08 23:21","1.7","60","8.5","30","2021-01-08 02:53","4.0","8.9","0.5","2021-01-08 01:18","1.0","2021-01-08 07:59","0.0","0.0","0.00","15.8","-0.1","0","2021-01-08 13:00","10.0"
"09","1023.0","1026.8","1024.6","2021-01-09 09:01","1020.9","2021-01-09 14:14","9.3","10.7","2021-01-09 23:58","8.3","2021-01-09 01:03","1.9","60","55","2021-01-09 09:57","2.1","90","8.2","40","2021-01-09 13:10","0.0","0.0","0.0","...","0.0","...","0.0","0.0","3.70","19.3","0.4","2","2021-01-09 14:00","9.8"
